,x,y
346,660.0,424.0
347,660.0,424.0
348,660.0,423.0
349,660.0,422.0
350,661.0,420.0
351,661.0,419.0
352,661.0,419.0
353,661.0,417.0
354,661.0,416.0
355,661.0,415.0
356,661.0,415.0
357,661.0,415.0
358,661.0,414.0
359,661.0,413.0
360,661.0,413.0
361,661.0,413.0
362,661.0,413.0
363,661.0,413.0
364,661.0,413.0
365,661.0,413.0
366,661.0,413.0
367,661.0,413.0
368,661.0,413.0
369,661.0,413.0
370,661.0,413.0
371,661.0,413.0
372,661.0,413.0
373,661.0,413.0
374,661.0,413.0
375,661.0,413.0
376,662.0,413.0
377,662.0,412.0
378,662.0,411.0
379,662.0,411.0
380,663.0,411.0
381,663.0,410.0
382,664.0,409.0
383,664.0,409.0
384,664.0,407.0
385,664.0,405.0
386,664.0,404.0
387,664.0,404.0
388,664.0,403.0
389,665.0,403.0
390,665.0,403.0
391,665.0,403.0
392,665.0,403.0
393,665.0,403.0
394,665.0,402.0
395,665.0,402.0
396,665.0,402.0
397,665.0,402.0
398,665.0,402.0
399,665.0,401.0
400,665.0,401.0
401,665.0,401.0
402,665.0,401.0
403,665.0,401.0
404,665.0,401.0
405,665.0,401.0
406,665.0,401.0
407,665.0,401.0
408,665.0,401.0
409,665.0,401.0
410,665.0,401.0
411,665.0,401.0
412,665.0,401.0
413,665.0,401.0
414,665.0,401.0
415,665.0,401.0
416,665.0,401.0
417,665.0,401.0
418,665.0,401.0
419,665.0,401.0
420,665.0,401.0
421,665.0,401.0
422,665.0,401.0
423,665.0,401.0
424,665.0,401.0
425,665.0,401.0
426,665.0,401.0
427,665.0,401.0
428,665.0,401.0
429,665.0,401.0
430,665.0,401.0
431,665.0,401.0
432,665.0,401.0
433,665.0,401.0
434,665.0,401.0
435,665.0,401.0
436,665.0,401.0
437,665.0,401.0
438,665.0,401.0
439,665.0,401.0
440,665.0,401.0
441,665.0,401.0
442,665.0,401.0
443,665.0,401.0
444,665.0,401.0
445,665.0,401.0
446,665.0,399.0
447,665.0,397.0
448,665.0,395.0
449,665.0,393.0
450,665.0,393.0
451,666.0,390.0
452,666.0,389.0
453,666.0,387.0
454,666.0,385.0
455,666.0,385.0
456,665.0,384.0
457,665.0,382.0
458,665.0,381.0
459,665.0,381.0
460,665.0,379.0
461,665.0,378.0
462,666.0,376.0
463,666.0,376.0
464,666.0,376.0
465,666.0,375.0
466,666.0,374.0
467,666.0,374.0
468,666.0,374.0
469,666.0,374.0
470,666.0,374.0
471,667.0,374.0
472,667.0,373.0
473,667.0,373.0
474,668.0,373.0
475,668.0,373.0
476,669.0,372.0
477,669.0,372.0
478,670.0,372.0
479,671.0,372.0
480,672.0,372.0
481,674.0,373.0
482,674.0,373.0
483,677.0,373.0
484,678.0,373.0
485,680.0,373.0
486,681.0,372.0
487,681.0,372.0
488,683.0,372.0
489,685.0,371.0
490,688.0,370.0
491,690.0,369.0
492,690.0,369.0
493,692.0,369.0
494,693.0,368.0
495,693.0,367.0
496,693.0,367.0
497,693.0,367.0
498,694.0,367.0
499,694.0,366.0
500,695.0,365.0
501,695.0,365.0
502,696.0,362.0
503,697.0,360.0
504,697.0,358.0
505,697.0,358.0
506,698.0,358.0
507,698.0,357.0
508,698.0,357.0
509,698.2058823529412,359.7647058823529
510,698.4117647058823,362.52941176470586
511,698.6176470588235,365.29411764705884
512,698.8235294117648,368.05882352941177
513,699.0294117647059,370.8235294117647
514,699.2352941176471,373.5882352941176
515,699.4411764705883,376.3529411764706
516,699.6470588235294,379.11764705882354
517,699.8529411764706,381.88235294117646
518,700.0588235294117,384.6470588235294
519,700.2647058823529,387.4117647058824
520,700.4705882352941,390.1764705882353
521,700.6764705882352,392.94117647058823
522,700.8823529411765,395.70588235294116
523,701.0882352941177,398.47058823529414
524,701.2941176470588,401.2352941176471
525,701.5,404.0
526,701.7058823529412,406.7647058823529
527,701.9117647058823,409.52941176470586
528,702.1176470588235,412.29411764705884
529,702.3235294117648,415.05882352941177
530,702.5294117647059,417.8235294117647
531,702.7352941176471,420.5882352941176
532,702.9411764705883,423.3529411764706
533,703.1470588235294,426.11764705882354
534,703.3529411764706,428.88235294117646
535,703.5588235294117,431.6470588235294
536,703.7647058823529,434.4117647058823
537,703.9705882352941,437.1764705882353
538,704.1764705882352,439.94117647058823
539,704.3823529411765,442.70588235294116
540,704.5882352941177,445.47058823529414
541,704.7941176470588,448.2352941176471
542,705.0,451.0
543,705.421052631579,453.10526315789474
544,705.8421052631579,455.2105263157895
545,706.2631578947369,457.3157894736842
546,706.6842105263158,459.42105263157896
547,707.1052631578947,461.5263157894737
548,707.5263157894736,463.63157894736844
549,707.9473684210526,465.7368421052632
550,708.3684210526316,467.8421052631579
551,708.7894736842105,469.9473684210526
552,709.2105263157895,472.05263157894734
553,709.6315789473684,474.1578947368421
554,710.0526315789474,476.2631578947368
555,710.4736842105264,478.36842105263156
556,710.8947368421053,480.4736842105263
557,711.3157894736842,482.57894736842104
558,711.7368421052631,484.6842105263158
559,712.1578947368421,486.7894736842105
560,712.578947368421,488.89473684210526
561,713.0,491.0
562,710.0,494.2
563,707.0,497.4
564,704.0,500.6
565,701.0,503.8
566,698.0,507.0
567,695.0,510.2
568,692.0,513.4
569,689.0,516.6
570,686.0,519.8
571,683.0,523.0
572,680.0,526.2
573,677.0,529.4
574,674.0,532.6
575,671.0,535.8
576,668.0,539.0
577,665.0,542.2
578,662.0,545.4
579,659.0,548.6
580,656.0,551.8
581,653.0,555.0
582,649.1,557.8
583,645.2,560.6
584,641.3,563.4
585,637.4,566.2
586,633.5,569.0
587,629.6,571.8
588,625.7,574.6
589,621.8,577.4
590,617.9,580.2
591,614.0,583.0
592,610.1,585.8
593,606.2,588.6
594,602.3,591.4
595,598.4,594.2
596,594.5,597.0
597,590.6,599.8
598,586.7,602.6
599,582.8,605.4
600,578.9,608.2
601,575.0,611.0
602,575.1111111111111,613.6666666666666
603,575.2222222222222,616.3333333333334
604,575.3333333333334,619.0
605,575.4444444444445,621.6666666666666
606,575.5555555555555,624.3333333333334
607,575.6666666666666,627.0
608,575.7777777777778,629.6666666666666
609,575.8888888888889,632.3333333333334
610,576.0,635.0
611,576.1111111111111,637.6666666666666
612,576.2222222222222,640.3333333333334
613,576.3333333333334,643.0
614,576.4444444444445,645.6666666666666
615,576.5555555555555,648.3333333333334
616,576.6666666666666,651.0
617,576.7777777777778,653.6666666666666
618,576.8888888888889,656.3333333333334
619,577.0,659.0
620,573.5,659.8181818181819
621,570.0,660.6363636363636
622,566.5,661.4545454545455
623,563.0,662.2727272727273
624,559.5,663.0909090909091
625,556.0,663.9090909090909
626,552.5,664.7272727272727
627,549.0,665.5454545454545
628,545.5,666.3636363636364
629,542.0,667.1818181818181
630,538.5,668.0
631,535.0,668.8181818181819
632,531.5,669.6363636363636
633,528.0,670.4545454545455
634,524.5,671.2727272727273
635,521.0,672.0909090909091
636,517.5,672.9090909090909
637,514.0,673.7272727272727
638,510.5,674.5454545454545
639,507.0,675.3636363636364
640,503.5,676.1818181818181
641,500.0,677.0
642,495.1,678.25
643,490.2,679.5
644,485.3,680.75
645,480.4,682.0
646,475.5,683.25
647,470.6,684.5
648,465.7,685.75
649,460.8,687.0
650,455.9,688.25
651,451.0,689.5
652,446.1,690.75
653,441.2,692.0
654,436.3,693.25
655,431.4,694.5
656,426.5,695.75
657,421.6,697.0
658,416.7,698.25
659,411.8,699.5
660,406.9,700.75
661,402.0,702.0
662,401.52272727272725,701.9090909090909
663,401.04545454545456,701.8181818181819
664,400.5681818181818,701.7272727272727
665,400.09090909090907,701.6363636363636
666,399.6136363636364,701.5454545454545
667,399.1363636363636,701.4545454545455
668,398.65909090909093,701.3636363636364
669,398.1818181818182,701.2727272727273
670,397.70454545454544,701.1818181818181
671,397.22727272727275,701.0909090909091
672,396.75,701.0
673,396.27272727272725,700.9090909090909
674,395.79545454545456,700.8181818181819
675,395.3181818181818,700.7272727272727
676,394.84090909090907,700.6363636363636
677,394.3636363636364,700.5454545454545
678,393.8863636363636,700.4545454545455
679,393.40909090909093,700.3636363636364
680,392.9318181818182,700.2727272727273
681,392.45454545454544,700.1818181818181
682,391.97727272727275,700.0909090909091
683,391.5,700.0
684,391.02272727272725,699.9090909090909
685,390.54545454545456,699.8181818181819
686,390.0681818181818,699.7272727272727
687,389.59090909090907,699.6363636363636
688,389.1136363636364,699.5454545454545
689,388.6363636363636,699.4545454545455
690,388.15909090909093,699.3636363636364
691,387.6818181818182,699.2727272727273
692,387.20454545454544,699.1818181818181
693,386.72727272727275,699.0909090909091
694,386.25,699.0
695,385.77272727272725,698.9090909090909
696,385.29545454545456,698.8181818181819
697,384.8181818181818,698.7272727272727
698,384.34090909090907,698.6363636363636
699,383.8636363636364,698.5454545454545
700,383.3863636363636,698.4545454545455
701,382.9090909090909,698.3636363636364
702,382.4318181818182,698.2727272727273
703,381.95454545454544,698.1818181818181
704,381.47727272727275,698.0909090909091
705,381.0,698.0
706,382.0,698.0
707,382.0,698.0
708,382.0,698.0
709,383.0,698.0
710,384.0,698.0
711,387.0,698.0
712,391.0,698.0
713,396.0,698.0
714,402.0,697.0
715,402.0,697.0
716,412.0,696.0
717,420.0,695.0
718,426.0,695.0
719,428.0,693.0
720,431.0,690.0
721,433.0,686.0
722,433.0,686.0
723,434.0,681.0
724,435.0,679.0
725,435.0,678.0
726,435.0,677.0
727,435.0,676.0
728,435.0,676.0
729,435.0,674.0
730,435.0,671.0
731,436.0,669.0
732,437.0,666.0
733,437.0,663.0
734,437.0,663.0
735,438.0,660.0
736,438.0,659.0
737,439.0,657.0
738,439.0,657.0
739,441.0,655.0
740,442.0,653.0
741,443.0,652.0
742,443.0,651.0
743,443.0,651.0
744,444.0,650.0
745,444.0,650.0
746,444.0,649.0
747,444.0,649.0
748,445.0,648.0
749,445.0,647.0
750,446.0,646.0
751,446.0,646.0
752,446.0,646.0
753,446.0,646.0
754,446.0,645.0
755,446.0,645.0
756,446.0,645.0
757,446.0,645.0
758,446.0,645.0
759,446.0,645.0
760,446.0,645.0
761,446.0,645.0
762,446.0,645.0
763,448.0,641.0
764,449.0,638.0
765,449.0,638.0
766,450.0,631.0
767,450.0,625.0
768,449.0,618.0
769,447.0,612.0
770,447.0,612.0
771,444.0,603.0
772,441.0,596.0
773,438.0,589.0
774,438.0,589.0
775,434.0,580.0
776,431.0,575.0
777,426.0,567.0
778,419.0,560.0
779,419.0,560.0
780,413.0,553.0
781,410.0,549.0
782,409.0,546.0
783,409.0,546.0
784,407.0,543.0
785,406.0,541.0
786,405.0,538.0
787,403.0,532.0
788,403.0,532.0
789,402.0,526.0
790,401.0,520.0
791,399.0,512.0
792,399.0,512.0
793,397.0,506.0
794,396.0,502.0
795,395.0,498.0
796,393.0,494.0
797,393.0,494.0
798,392.0,491.0
799,391.0,490.0
800,390.0,488.0
801,390.0,488.0
802,388.0,485.0
803,387.0,483.0
804,384.0,479.0
805,382.0,474.0
806,382.0,474.0
807,378.0,467.0
808,374.0,461.0
809,369.0,456.0
810,365.0,451.0
811,365.0,451.0
812,363.0,447.0
813,363.0,446.0
814,362.0,445.0
815,362.0,445.0
816,362.0,445.0
817,362.0,445.0
818,362.0,445.0
819,362.0,445.0
820,362.0,445.0
821,362.0,444.0
822,362.0,442.0
823,362.0,439.0
824,362.0,434.0
825,362.0,434.0
826,362.0,428.0
827,362.0,424.0
828,361.0,419.0
829,361.0,417.0
830,361.0,417.0
831,360.0,415.0
832,361.0,414.0
833,361.0,412.0
834,362.0,409.0
835,362.0,409.0
836,363.0,404.0
837,363.0,399.0
838,363.0,393.0
839,363.0,393.0
840,362.0,385.0
841,361.0,381.0
842,361.0,376.0
843,360.0,373.0
844,360.0,373.0
845,360.0,369.0
846,360.0,366.0
847,359.0,363.0
848,359.0,363.0
849,358.0,359.0
850,357.0,357.0
851,357.0,354.0
852,357.0,350.0
853,357.0,350.0
854,356.0,346.0
855,355.0,343.0
856,356.22222222222223,346.1111111111111
857,357.44444444444446,349.22222222222223
858,358.6666666666667,352.3333333333333
859,359.8888888888889,355.44444444444446
860,361.1111111111111,358.55555555555554
861,362.3333333333333,361.6666666666667
862,363.55555555555554,364.77777777777777
863,364.77777777777777,367.8888888888889
864,366.0,371.0
865,362.57142857142856,378.2857142857143
866,359.14285714285717,385.57142857142856
867,355.7142857142857,392.85714285714283
868,352.2857142857143,400.14285714285717
869,348.85714285714283,407.42857142857144
870,345.42857142857144,414.7142857142857
871,342.0,422.0
872,339.1111111111111,430.3333333333333
873,336.22222222222223,438.6666666666667
874,333.3333333333333,447.0
875,330.44444444444446,455.3333333333333
876,327.55555555555554,463.6666666666667
877,324.6666666666667,472.0
878,321.77777777777777,480.3333333333333
879,318.8888888888889,488.6666666666667
880,316.0,497.0
881,313.6818181818182,504.04545454545456
882,311.3636363636364,511.09090909090907
883,309.04545454545456,518.1363636363636
884,306.72727272727275,525.1818181818181
885,304.40909090909093,532.2272727272727
886,302.09090909090907,539.2727272727273
887,299.77272727272725,546.3181818181819
888,297.45454545454544,553.3636363636364
889,295.1363636363636,560.4090909090909
890,292.8181818181818,567.4545454545455
891,290.5,574.5
892,288.1818181818182,581.5454545454545
893,285.8636363636364,588.5909090909091
894,283.54545454545456,595.6363636363636
895,281.22727272727275,602.6818181818182
896,278.9090909090909,609.7272727272727
897,276.59090909090907,616.7727272727273
898,274.27272727272725,623.8181818181819
899,271.95454545454544,630.8636363636364
900,269.6363636363636,637.9090909090909
901,267.3181818181818,644.9545454545455
902,265.0,652.0
903,262.8,659.2
904,260.6,666.4
905,258.4,673.6
906,256.2,680.8
907,254.0,688.0
908,251.6,691.0
909,249.2,694.0
910,246.8,697.0
911,244.4,700.0
912,242.0,703.0
913,239.16666666666666,697.6666666666666
914,236.33333333333334,692.3333333333334
915,233.5,687.0
916,230.66666666666666,681.6666666666666
917,227.83333333333334,676.3333333333334
918,225.0,671.0
919,222.44,667.44
920,219.88,663.88
921,217.32,660.32
922,214.76,656.76
923,212.2,653.2
924,209.64,649.64
925,207.07999999999998,646.08
926,204.52,642.52
927,201.96,638.96
928,199.4,635.4
929,196.84,631.84
930,194.28,628.28
931,191.72,624.72
932,189.16,621.16
933,186.6,617.6
934,184.04,614.04
935,181.48,610.48
936,178.92000000000002,606.92
937,176.36,603.36
938,173.8,599.8
939,171.24,596.24
940,168.68,592.68
941,166.12,589.12
942,163.56,585.56
943,161.0,582.0
944,158.74285714285713,579.0
945,156.4857142857143,576.0
946,154.22857142857143,573.0
947,151.97142857142856,570.0
948,149.71428571428572,567.0
949,147.45714285714286,564.0
950,145.2,561.0
951,142.94285714285715,558.0
952,140.68571428571428,555.0
953,138.42857142857144,552.0
954,136.17142857142858,549.0
955,133.9142857142857,546.0
956,131.65714285714284,543.0
957,129.4,540.0
958,127.14285714285714,537.0
959,124.88571428571429,534.0
960,122.62857142857143,531.0
961,120.37142857142857,528.0
962,118.11428571428571,525.0
963,115.85714285714286,522.0
964,113.6,519.0
965,111.34285714285714,516.0
966,109.08571428571429,513.0
967,106.82857142857142,510.0
968,104.57142857142857,507.0
969,102.31428571428572,504.0
970,100.05714285714285,501.0
971,97.8,498.0
972,95.54285714285714,495.0
973,93.28571428571429,492.0
974,91.02857142857142,489.0
975,88.77142857142857,486.0
976,86.51428571428572,483.0
977,84.25714285714285,480.0
978,82.0,477.0
979,79.9090909090909,473.54545454545456
980,77.81818181818181,470.09090909090907
981,75.72727272727273,466.6363636363636
982,73.63636363636364,463.1818181818182
983,71.54545454545455,459.72727272727275
984,69.45454545454545,456.27272727272725
985,67.36363636363636,452.8181818181818
986,65.27272727272728,449.3636363636364
987,63.18181818181819,445.90909090909093
988,61.09090909090909,442.45454545454544
989,59.0,439.0
990,61.62068965517241,437.2758620689655
991,64.24137931034483,435.55172413793105
992,66.86206896551724,433.82758620689657
993,69.48275862068965,432.1034482758621
994,72.10344827586206,430.37931034482756
995,74.72413793103448,428.6551724137931
996,77.34482758620689,426.9310344827586
997,79.9655172413793,425.2068965517241
998,82.58620689655172,423.48275862068965
999,85.20689655172413,421.7586206896552
1000,87.82758620689656,420.0344827586207
1001,90.44827586206897,418.3103448275862
1002,93.06896551724138,416.58620689655174
1003,95.6896551724138,414.86206896551727
1004,98.3103448275862,413.1379310344828
1005,100.93103448275862,411.41379310344826
1006,103.55172413793103,409.6896551724138
1007,106.17241379310344,407.9655172413793
1008,108.79310344827586,406.2413793103448
1009,111.41379310344827,404.51724137931035
1010,114.0344827586207,402.7931034482759
1011,116.65517241379311,401.0689655172414
1012,119.27586206896552,399.3448275862069
1013,121.89655172413794,397.62068965517244
1014,124.51724137931035,395.8965517241379
1015,127.13793103448276,394.17241379310343
1016,129.75862068965517,392.44827586206895
1017,132.3793103448276,390.7241379310345
1018,135.0,389.0
1019,137.0,388.0
1020,143.0,387.0
1021,150.0,383.0
1022,152.0,381.0
1023,153.0,374.0
1024,153.0,368.0
1025,157.0,361.0
1026,162.0,356.0
1027,164.0,352.0
1028,165.0,352.0
1029,165.0,352.0
1030,165.0,352.0
1031,165.0,352.0
1032,165.0,352.0
1033,168.0,350.0
1034,173.0,349.0
1035,174.0,349.0
1036,179.0,348.0
1037,187.0,346.0
1038,192.0,345.0
1039,195.0,343.0
1040,197.0,341.0
1041,199.0,338.0
1042,200.0,337.0
1043,200.0,335.0
1044,202.0,334.0
1045,203.0,333.0
1046,206.0,329.0
1047,207.0,326.0
1048,209.0,324.0
1049,209.0,323.0
1050,209.0,323.0
1051,209.0,323.0
1052,210.0,322.0
1053,211.0,321.0
1054,213.0,318.0
1055,215.0,317.0
1056,216.0,317.0
1057,216.0,317.0
1058,216.0,317.0
1059,216.0,317.0
1060,216.0,317.0
1061,216.0,316.0
1062,216.0,315.0
1063,216.0,315.0
1064,216.0,315.0
1065,214.0,315.0
1066,213.0,316.0
1067,213.0,316.0
1068,213.0,316.0
1069,213.0,317.0
1070,212.0,317.0
1071,212.0,318.0
1072,212.0,318.0
1073,212.0,318.0
1074,212.0,318.0
1075,212.0,318.0
1076,212.0,318.0
1077,212.0,318.0
1078,212.0,318.0
1079,212.0,318.0
1080,212.0,318.0
1081,212.0,318.0
1082,212.0,318.0
1083,212.0,318.0
1084,212.0,318.0
1085,212.0,318.0
1086,212.0,318.0
1087,212.0,318.0
1088,212.0,317.0
1089,213.0,314.0
1090,214.0,311.0
1091,215.0,309.0
1092,215.0,309.0
1093,215.0,308.0
1094,216.0,308.0
1095,216.0,308.0
1096,216.0,308.0
1097,216.0,307.0
1098,216.0,307.0
1099,215.0,305.0
1100,214.0,303.0
1101,213.0,302.0
1102,212.0,301.0
1103,210.0,298.0
1104,209.0,296.0
1105,208.0,294.0
1106,207.0,293.0
1107,206.0,292.0
1108,206.0,291.0
1109,205.0,290.0
1110,204.0,290.0
1111,204.0,289.0
1112,204.0,289.0
1113,203.0,288.0
1114,203.0,288.0
1115,202.0,287.0
1116,201.0,287.0
1117,201.0,286.0
1118,200.0,286.0
1119,200.0,286.0
1120,200.0,286.0
1121,200.0,286.0
1122,200.0,286.0
1123,200.0,286.0
1124,200.0,286.0
1125,200.0,287.0
1126,200.0,287.0
1127,200.0,287.0
1128,200.0,287.0
1129,200.0,287.0
1130,199.0,287.0
1131,198.0,287.0
1132,198.0,288.0
1133,198.0,288.0
1134,198.0,288.0
1135,198.0,288.0
1136,198.0,288.0
1137,198.0,288.0
1138,198.0,288.0
1139,198.0,288.0
1140,197.0,287.0
1141,197.0,286.0
1142,197.0,284.0
1143,197.0,284.0
1144,197.0,284.0
1145,197.0,284.0
1146,197.0,284.0
1147,197.0,284.0
1148,197.0,284.0
1149,197.0,284.0
1150,197.0,283.0
1151,196.0,283.0
1152,196.0,283.0
1153,195.0,282.0
1154,195.0,282.0
1155,195.0,282.0
1156,195.0,281.0
1157,195.0,281.0
1158,194.0,280.0
1159,194.0,280.0
1160,194.0,280.0
1161,194.0,280.0
1162,194.0,279.0
1163,194.0,279.0
1164,194.0,279.0
1165,194.0,279.0
1166,194.0,279.0
1167,194.0,279.0
1168,194.0,279.0
1169,194.0,279.0
1170,194.0,278.0
