,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,x,y
89,89.0,89.0,89.0,-1,-1
90,90.0,90.0,90.0,-1,-1
91,91.0,91.0,91.0,-1,-1
92,92.0,92.0,92.0,-1,-1
93,93.0,93.0,93.0,-1,-1
94,94.0,94.0,94.0,-1,-1
95,95.0,95.0,95.0,-1,-1
96,96.0,96.0,96.0,-1,-1
97,97.0,97.0,97.0,-1,-1
98,98.0,98.0,98.0,-1,-1
99,99.0,99.0,99.0,-1,-1
100,100.0,100.0,100.0,-1,-1
101,101.0,101.0,101.0,-1,-1
102,102.0,102.0,102.0,-1,-1
103,103.0,103.0,103.0,-1,-1
104,104.0,104.0,104.0,-1,-1
105,105.0,105.0,105.0,-1,-1
106,106.0,106.0,106.0,-1,-1
107,107.0,107.0,107.0,-1,-1
108,108.0,108.0,108.0,-1,-1
109,109.0,109.0,109.0,-1,-1
110,110.0,110.0,110.0,-1,-1
111,111.0,111.0,111.0,-1,-1
112,112.0,112.0,112.0,-1,-1
113,113.0,113.0,113.0,-1,-1
114,114.0,114.0,114.0,-1,-1
115,115.0,115.0,115.0,-1,-1
116,116.0,116.0,116.0,-1,-1
117,117.0,117.0,117.0,-1,-1
118,118.0,118.0,118.0,-1,-1
119,119.0,119.0,119.0,-1,-1
120,120.0,120.0,120.0,-1,-1
121,121.0,121.0,121.0,-1,-1
122,122.0,122.0,122.0,-1,-1
123,123.0,123.0,123.0,-1,-1
124,124.0,124.0,124.0,-1,-1
125,125.0,125.0,125.0,-1,-1
126,126.0,126.0,126.0,-1,-1
127,127.0,127.0,127.0,-1,-1
128,128.0,128.0,128.0,-1,-1
129,129.0,129.0,129.0,-1,-1
130,130.0,130.0,130.0,-1,-1
131,131.0,131.0,131.0,-1,-1
132,132.0,132.0,132.0,-1,-1
133,133.0,133.0,133.0,-1,-1
134,134.0,134.0,134.0,-1,-1
135,135.0,135.0,135.0,-1,-1
136,136.0,136.0,136.0,-1,-1
137,137.0,137.0,137.0,-1,-1
138,138.0,138.0,138.0,-1,-1
139,139.0,139.0,139.0,-1,-1
140,140.0,140.0,140.0,-1,-1
141,141.0,141.0,141.0,-1,-1
142,142.0,142.0,142.0,-1,-1
143,143.0,143.0,143.0,-1,-1
144,144.0,144.0,144.0,-1,-1
145,145.0,145.0,145.0,-1,-1
146,146.0,146.0,146.0,-1,-1
147,147.0,147.0,147.0,-1,-1
148,148.0,148.0,148.0,-1,-1
149,149.0,149.0,149.0,-1,-1
150,150.0,150.0,150.0,-1,-1
151,151.0,151.0,151.0,-1,-1
152,152.0,152.0,152.0,-1,-1
153,153.0,153.0,153.0,-1,-1
154,154.0,154.0,154.0,-1,-1
155,155.0,155.0,155.0,-1,-1
156,156.0,156.0,156.0,680,118
157,157.0,157.0,157.0,687,136
158,158.0,158.0,158.0,690,140
159,159.0,159.0,159.0,696,149
160,160.0,160.0,160.0,696,149
161,161.0,161.0,161.0,696,149
162,162.0,162.0,162.0,696,149
163,163.0,163.0,163.0,699,155
164,164.0,164.0,164.0,700,157
165,165.0,165.0,165.0,700,157
166,166.0,166.0,166.0,701,161
167,167.0,167.0,167.0,704,168
168,168.0,168.0,168.0,704,174
169,169.0,169.0,169.0,704,179
170,170.0,170.0,170.0,705,182
171,171.0,171.0,171.0,707,187
172,172.0,172.0,172.0,709,192
173,173.0,173.0,173.0,711,195
174,174.0,174.0,174.0,712,198
175,175.0,175.0,175.0,715,203
176,176.0,176.0,176.0,719,214
177,177.0,177.0,177.0,719,218
178,178.0,178.0,178.0,719,218
179,179.0,179.0,179.0,719,220
180,180.0,180.0,180.0,719,222
181,181.0,181.0,181.0,720,229
182,182.0,182.0,182.0,720,229
183,183.0,183.0,183.0,721,231
184,184.0,184.0,184.0,721,233
185,185.0,185.0,185.0,725,241
186,186.0,186.0,186.0,725,245
187,187.0,187.0,187.0,725,245
188,188.0,188.0,188.0,734,262
189,189.0,189.0,189.0,734,265
190,190.0,190.0,190.0,734,268
191,191.0,191.0,191.0,735,272
192,192.0,192.0,192.0,736,274
193,193.0,193.0,193.0,738,281
194,194.0,194.0,194.0,739,284
195,195.0,195.0,195.0,742,296
196,196.0,196.0,196.0,742,298
197,197.0,197.0,197.0,744,301
198,198.0,198.0,198.0,745,305
199,199.0,199.0,199.0,746,309
200,200.0,200.0,200.0,746,311
201,201.0,201.0,201.0,748,315
202,202.0,202.0,202.0,748,318
203,203.0,203.0,203.0,749,323
204,204.0,204.0,204.0,750,330
205,205.0,205.0,205.0,752,340
206,206.0,206.0,206.0,753,341
207,207.0,207.0,207.0,754,344
208,208.0,208.0,208.0,756,349
209,209.0,209.0,209.0,761,357
210,210.0,210.0,210.0,762,358
211,211.0,211.0,211.0,764,363
212,212.0,212.0,212.0,765,367
213,213.0,213.0,213.0,765,370
214,214.0,214.0,214.0,765,372
215,215.0,215.0,215.0,765,372
216,216.0,216.0,216.0,767,375
217,217.0,217.0,217.0,768,378
218,218.0,218.0,218.0,771,387
219,219.0,219.0,219.0,773,394
220,220.0,220.0,220.0,774,401
221,221.0,221.0,221.0,774,403
222,222.0,222.0,222.0,775,406
223,223.0,223.0,223.0,779,417
224,224.0,224.0,224.0,780,423
225,225.0,225.0,225.0,780,424
226,226.0,226.0,226.0,780,424
227,227.0,227.0,227.0,784,427
228,228.0,228.0,228.0,785,433
229,229.0,229.0,229.0,787,435
230,230.0,230.0,230.0,787,435
231,231.0,231.0,231.0,788,437
232,232.0,232.0,232.0,791,439
233,233.0,233.0,233.0,792,439
234,234.0,234.0,234.0,794,444
235,235.0,235.0,235.0,794,451
236,236.0,236.0,236.0,794,452
237,237.0,237.0,237.0,795,452
238,238.0,238.0,238.0,797,459
239,239.0,239.0,239.0,798,472
240,240.0,240.0,240.0,800,481
241,241.0,241.0,241.0,801,484
242,242.0,242.0,242.0,801,491
243,243.0,243.0,243.0,804,498
244,244.0,244.0,244.0,806,500
245,245.0,245.0,245.0,806,501
246,246.0,246.0,246.0,811,504
247,247.0,247.0,247.0,814,516
248,248.0,248.0,248.0,815,522
249,249.0,249.0,249.0,820,532
250,250.0,250.0,250.0,820,532
251,251.0,251.0,251.0,825,540
252,252.0,252.0,252.0,828,548
253,253.0,253.0,253.0,828,550
254,254.0,254.0,254.0,828,554
255,255.0,255.0,255.0,827,563
256,256.0,256.0,256.0,827,563
257,257.0,257.0,257.0,829,572
258,258.0,258.0,258.0,831,578
259,259.0,259.0,259.0,832,582
260,260.0,260.0,260.0,833,585
261,261.0,261.0,261.0,834,587
262,262.0,262.0,262.0,836,591
263,263.0,263.0,263.0,839,597
264,264.0,264.0,264.0,840,599
265,265.0,265.0,265.0,840,603
266,266.0,266.0,266.0,841,607
267,267.0,267.0,267.0,843,608
268,268.0,268.0,268.0,844,611
269,269.0,269.0,269.0,845,612
270,270.0,270.0,270.0,846,623
271,271.0,271.0,271.0,846,626
272,272.0,272.0,272.0,847,630
273,273.0,273.0,273.0,849,632
274,274.0,274.0,274.0,850,638
275,275.0,275.0,275.0,851,639
276,276.0,276.0,276.0,852,644
277,277.0,277.0,277.0,854,649
278,278.0,278.0,278.0,856,659
279,279.0,279.0,279.0,858,665
280,280.0,280.0,280.0,859,669
281,281.0,281.0,281.0,860,671
282,282.0,282.0,282.0,859,665
283,283.0,283.0,283.0,860,663
284,284.0,284.0,284.0,863,656
285,285.0,285.0,285.0,865,651
286,286.0,286.0,286.0,865,651
287,287.0,287.0,287.0,865,643
288,288.0,288.0,288.0,865,642
289,289.0,289.0,289.0,866,639
290,290.0,290.0,290.0,867,636
291,291.0,291.0,291.0,871,629
292,292.0,292.0,292.0,871,626
293,293.0,293.0,293.0,871,623
294,294.0,294.0,294.0,872,622
295,295.0,295.0,295.0,873,617
296,296.0,296.0,296.0,875,615
297,297.0,297.0,297.0,875,613
298,298.0,298.0,298.0,875,613
299,299.0,299.0,299.0,875,611
300,300.0,300.0,300.0,875,610
301,301.0,301.0,301.0,875,610
302,302.0,302.0,302.0,876,606
303,303.0,303.0,303.0,878,600
304,304.0,304.0,304.0,878,600
305,305.0,305.0,305.0,878,600
306,306.0,306.0,306.0,878,596
307,307.0,307.0,307.0,878,594
308,308.0,308.0,308.0,879,591
309,309.0,309.0,309.0,880,590
310,310.0,310.0,310.0,880,587
311,311.0,311.0,311.0,881,583
312,312.0,312.0,312.0,881,581
313,313.0,313.0,313.0,881,581
314,314.0,314.0,314.0,884,573
315,315.0,315.0,315.0,884,573
316,316.0,316.0,316.0,884,573
317,317.0,317.0,317.0,884,573
318,318.0,318.0,318.0,884,572
319,319.0,319.0,319.0,884,571
320,320.0,320.0,320.0,884,571
321,321.0,321.0,321.0,885,564
322,322.0,322.0,322.0,886,558
323,323.0,323.0,323.0,886,558
324,324.0,324.0,324.0,887,557
325,325.0,325.0,325.0,887,557
326,326.0,326.0,326.0,891,551
327,327.0,327.0,327.0,891,551
328,328.0,328.0,328.0,891,550
329,329.0,329.0,329.0,893,548
330,330.0,330.0,330.0,894,546
331,331.0,331.0,331.0,897,542
332,332.0,332.0,332.0,898,542
333,333.0,333.0,333.0,898,542
334,334.0,334.0,334.0,898,542
335,335.0,335.0,335.0,903,536
336,336.0,336.0,336.0,904,534
337,337.0,337.0,337.0,904,533
338,338.0,338.0,338.0,905,531
339,339.0,339.0,339.0,906,529
340,340.0,340.0,340.0,906,527
341,341.0,341.0,341.0,908,522
342,342.0,342.0,342.0,909,521
343,343.0,343.0,343.0,912,517
344,344.0,344.0,344.0,913,517
345,345.0,345.0,345.0,913,517
346,346.0,346.0,346.0,913,515
347,347.0,347.0,347.0,913,514
348,348.0,348.0,348.0,913,514
349,349.0,349.0,349.0,913,512
350,350.0,350.0,350.0,913,512
351,351.0,351.0,351.0,913,511
352,352.0,352.0,352.0,913,508
353,353.0,353.0,353.0,914,506
354,354.0,354.0,354.0,914,505
355,355.0,355.0,355.0,914,505
356,356.0,356.0,356.0,917,501
357,357.0,357.0,357.0,917,499
358,358.0,358.0,358.0,917,498
359,359.0,359.0,359.0,917,498
360,360.0,360.0,360.0,917,491
361,361.0,361.0,361.0,918,491
362,362.0,362.0,362.0,918,491
363,363.0,363.0,363.0,919,489
364,364.0,364.0,364.0,919,488
365,365.0,365.0,365.0,920,487
366,366.0,366.0,366.0,921,487
367,367.0,367.0,367.0,921,486
368,368.0,368.0,368.0,924,482
369,369.0,369.0,369.0,927,479
370,370.0,370.0,370.0,928,478
371,371.0,371.0,371.0,928,478
372,372.0,372.0,372.0,928,476
373,373.0,373.0,373.0,929,473
374,374.0,374.0,374.0,932,470
375,375.0,375.0,375.0,932,469
376,376.0,376.0,376.0,934,465
377,377.0,377.0,377.0,935,463
378,378.0,378.0,378.0,935,462
379,379.0,379.0,379.0,936,461
380,380.0,380.0,380.0,937,457
381,381.0,381.0,381.0,937,457
382,382.0,382.0,382.0,937,456
383,383.0,383.0,383.0,938,455
384,384.0,384.0,384.0,938,454
385,385.0,385.0,385.0,939,452
386,386.0,386.0,386.0,939,452
387,387.0,387.0,387.0,939,452
388,388.0,388.0,388.0,940,446
389,389.0,389.0,389.0,941,444
390,390.0,390.0,390.0,941,444
391,391.0,391.0,391.0,941,444
392,392.0,392.0,392.0,947,440
393,393.0,393.0,393.0,947,439
394,394.0,394.0,394.0,948,437
395,395.0,395.0,395.0,949,436
396,396.0,396.0,396.0,950,434
397,397.0,397.0,397.0,950,433
398,398.0,398.0,398.0,950,432
399,399.0,399.0,399.0,950,432
400,400.0,400.0,400.0,950,432
401,401.0,401.0,401.0,950,430
402,402.0,402.0,402.0,950,423
403,403.0,403.0,403.0,951,423
404,404.0,404.0,404.0,955,417
405,405.0,405.0,405.0,956,417
406,406.0,406.0,406.0,956,417
407,407.0,407.0,407.0,957,416
408,408.0,408.0,408.0,961,412
409,409.0,409.0,409.0,961,412
410,410.0,410.0,410.0,961,412
411,411.0,411.0,411.0,962,412
412,412.0,412.0,412.0,965,407
413,413.0,413.0,413.0,965,407
414,414.0,414.0,414.0,965,407
415,415.0,415.0,415.0,965,407
416,416.0,416.0,416.0,965,407
417,417.0,417.0,417.0,965,405
418,418.0,418.0,418.0,965,405
419,419.0,419.0,419.0,965,405
420,420.0,420.0,420.0,966,401
421,421.0,421.0,421.0,966,401
422,422.0,422.0,422.0,966,401
423,423.0,423.0,423.0,966,401
424,424.0,424.0,424.0,968,399
425,425.0,425.0,425.0,968,398
426,426.0,426.0,426.0,968,396
427,427.0,427.0,427.0,969,396
428,428.0,428.0,428.0,970,393
429,429.0,429.0,429.0,971,393
430,430.0,430.0,430.0,971,392
431,431.0,431.0,431.0,971,390
432,432.0,432.0,432.0,972,387
433,433.0,433.0,433.0,973,386
434,434.0,434.0,434.0,973,386
435,435.0,435.0,435.0,973,386
436,436.0,436.0,436.0,975,384
437,437.0,437.0,437.0,976,383
438,438.0,438.0,438.0,977,382
439,439.0,439.0,439.0,977,382
440,440.0,440.0,440.0,979,379
441,441.0,441.0,441.0,979,379
442,442.0,442.0,442.0,979,378
443,443.0,443.0,443.0,979,378
444,444.0,444.0,444.0,981,374
445,445.0,445.0,445.0,981,373
446,446.0,446.0,446.0,982,372
447,447.0,447.0,447.0,983,371
448,448.0,448.0,448.0,984,370
449,449.0,449.0,449.0,984,368
450,450.0,450.0,450.0,986,367
451,451.0,451.0,451.0,986,366
452,452.0,452.0,452.0,986,365
453,453.0,453.0,453.0,986,365
454,454.0,454.0,454.0,987,364
455,455.0,455.0,455.0,987,364
456,456.0,456.0,456.0,988,361
457,457.0,457.0,457.0,988,361
458,458.0,458.0,458.0,988,360
459,459.0,459.0,459.0,988,357
460,460.0,460.0,460.0,989,355
461,461.0,461.0,461.0,991,353
462,462.0,462.0,462.0,991,353
463,463.0,463.0,463.0,993,352
464,464.0,464.0,464.0,999,350
465,465.0,465.0,465.0,999,350
466,466.0,466.0,466.0,999,350
467,467.0,467.0,467.0,999,350
468,468.0,468.0,468.0,999,349
469,469.0,469.0,469.0,999,348
470,470.0,470.0,470.0,999,348
471,471.0,471.0,471.0,999,348
472,472.0,472.0,472.0,999,348
473,473.0,473.0,473.0,1000,348
474,474.0,474.0,474.0,1000,347
475,475.0,475.0,475.0,1002,347
476,476.0,476.0,476.0,1004,346
477,477.0,477.0,477.0,1004,346
478,478.0,478.0,478.0,1004,346
479,479.0,479.0,479.0,1004,344
480,480.0,480.0,480.0,1005,343
481,481.0,481.0,481.0,1005,343
482,482.0,482.0,482.0,1005,343
483,483.0,483.0,483.0,1006,342
484,484.0,484.0,484.0,1007,340
485,485.0,485.0,485.0,1007,340
486,486.0,486.0,486.0,1008,339
487,487.0,487.0,487.0,1009,339
488,488.0,488.0,488.0,1009,337
489,489.0,489.0,489.0,1010,336
490,490.0,490.0,490.0,1011,329
491,491.0,491.0,491.0,1011,329
492,492.0,492.0,492.0,1016,329
493,493.0,493.0,493.0,1016,329
494,494.0,494.0,494.0,1016,329
495,495.0,495.0,495.0,1016,329
496,496.0,496.0,496.0,1016,329
497,497.0,497.0,497.0,1016,329
498,498.0,498.0,498.0,1009,331
499,499.0,499.0,499.0,982,336
500,500.0,500.0,500.0,982,337
501,501.0,501.0,501.0,981,343
502,502.0,502.0,502.0,977,348
503,503.0,503.0,503.0,975,349
504,504.0,504.0,504.0,964,355
505,505.0,505.0,505.0,957,358
506,506.0,506.0,506.0,949,361
507,507.0,507.0,507.0,948,361
508,508.0,508.0,508.0,947,361
509,509.0,509.0,509.0,944,363
510,510.0,510.0,510.0,931,370
511,511.0,511.0,511.0,926,373
512,512.0,512.0,512.0,917,379
513,513.0,513.0,513.0,912,381
514,514.0,514.0,514.0,912,381
515,515.0,515.0,515.0,908,383
516,516.0,516.0,516.0,904,384
517,517.0,517.0,517.0,898,387
518,518.0,518.0,518.0,898,388
519,519.0,519.0,519.0,888,394
520,520.0,520.0,520.0,885,395
521,521.0,521.0,521.0,876,401
522,522.0,522.0,522.0,876,402
523,523.0,523.0,523.0,871,405
524,524.0,524.0,524.0,864,409
525,525.0,525.0,525.0,859,413
526,526.0,526.0,526.0,859,413
527,527.0,527.0,527.0,852,415
528,528.0,528.0,528.0,846,419
529,529.0,529.0,529.0,836,425
530,530.0,530.0,530.0,835,425
531,531.0,531.0,531.0,829,430
532,532.0,532.0,532.0,828,430
533,533.0,533.0,533.0,827,430
534,534.0,534.0,534.0,817,435
535,535.0,535.0,535.0,807,440
536,536.0,536.0,536.0,805,441
537,537.0,537.0,537.0,803,442
538,538.0,538.0,538.0,798,444
539,539.0,539.0,539.0,793,445
540,540.0,540.0,540.0,792,446
541,541.0,541.0,541.0,789,447
542,542.0,542.0,542.0,787,448
543,543.0,543.0,543.0,783,451
544,544.0,544.0,544.0,782,451
545,545.0,545.0,545.0,774,457
546,546.0,546.0,546.0,767,463
547,547.0,547.0,547.0,761,466
548,548.0,548.0,548.0,761,466
549,549.0,549.0,549.0,754,469
550,550.0,550.0,550.0,744,476
551,551.0,551.0,551.0,731,483
552,552.0,552.0,552.0,730,483
553,553.0,553.0,553.0,728,484
554,554.0,554.0,554.0,722,487
555,555.0,555.0,555.0,718,488
556,556.0,556.0,556.0,718,488
557,557.0,557.0,557.0,715,489
558,558.0,558.0,558.0,709,491
559,559.0,559.0,559.0,703,495
560,560.0,560.0,560.0,703,495
561,561.0,561.0,561.0,699,497
562,562.0,562.0,562.0,692,501
563,563.0,563.0,563.0,684,506
564,564.0,564.0,564.0,683,506
565,565.0,565.0,565.0,681,507
566,566.0,566.0,566.0,679,508
567,567.0,567.0,567.0,670,513
568,568.0,568.0,568.0,670,513
569,569.0,569.0,569.0,667,515
570,570.0,570.0,570.0,651,523
571,571.0,571.0,571.0,643,527
572,572.0,572.0,572.0,642,528
573,573.0,573.0,573.0,631,534
574,574.0,574.0,574.0,623,537
575,575.0,575.0,575.0,620,540
576,576.0,576.0,576.0,619,540
577,577.0,577.0,577.0,617,542
578,578.0,578.0,578.0,615,545
579,579.0,579.0,579.0,613,546
580,580.0,580.0,580.0,611,546
581,581.0,581.0,581.0,609,548
582,582.0,582.0,582.0,605,551
583,583.0,583.0,583.0,605,552
584,584.0,584.0,584.0,605,553
585,585.0,585.0,585.0,603,554
586,586.0,586.0,586.0,603,555
587,587.0,587.0,587.0,605,559
588,588.0,588.0,588.0,605,561
589,589.0,589.0,589.0,605,562
590,590.0,590.0,590.0,605,564
591,591.0,591.0,591.0,605,564
592,592.0,592.0,592.0,600,570
593,593.0,593.0,593.0,602,571
594,594.0,594.0,594.0,604,571
595,595.0,595.0,595.0,608,574
596,596.0,596.0,596.0,610,579
597,597.0,597.0,597.0,611,579
598,598.0,598.0,598.0,611,579
599,599.0,599.0,599.0,612,580
600,600.0,600.0,600.0,612,591
601,601.0,601.0,601.0,612,591
602,602.0,602.0,602.0,612,591
603,603.0,603.0,603.0,613,591
604,604.0,604.0,604.0,615,591
605,605.0,605.0,605.0,616,593
606,606.0,606.0,606.0,616,598
607,607.0,607.0,607.0,616,599
608,608.0,608.0,608.0,616,599
609,609.0,609.0,609.0,616,600
610,610.0,610.0,610.0,617,617
611,611.0,611.0,611.0,617,623
612,612.0,612.0,612.0,617,623
613,613.0,613.0,613.0,617,623
614,614.0,614.0,614.0,617,623
615,615.0,615.0,615.0,617,623
616,616.0,616.0,616.0,617,623
617,617.0,617.0,617.0,617,623
618,618.0,618.0,618.0,617,623
619,619.0,619.0,619.0,617,624
620,620.0,620.0,620.0,618,626
621,621.0,621.0,621.0,618,628
622,622.0,622.0,622.0,618,630
623,623.0,623.0,623.0,618,632
624,624.0,624.0,624.0,618,632
625,625.0,625.0,625.0,619,636
626,626.0,626.0,626.0,619,638
627,627.0,627.0,627.0,619,641
628,628.0,628.0,628.0,619,641
629,629.0,629.0,629.0,620,643
630,630.0,630.0,630.0,620,645
631,631.0,631.0,631.0,621,647
632,632.0,632.0,632.0,621,647
633,633.0,633.0,633.0,621,648
634,634.0,634.0,634.0,622,649
635,635.0,635.0,635.0,622,651
636,636.0,636.0,636.0,623,652
637,637.0,637.0,637.0,623,658
638,638.0,638.0,638.0,623,659
639,639.0,639.0,639.0,623,661
640,640.0,640.0,640.0,623,661
641,641.0,641.0,641.0,623,663
642,642.0,642.0,642.0,624,663
643,643.0,643.0,643.0,624,666
644,644.0,644.0,644.0,624,668
645,645.0,645.0,645.0,625,671
646,646.0,646.0,646.0,625,673
647,647.0,647.0,647.0,625,676
648,648.0,648.0,648.0,626,678
649,649.0,649.0,649.0,626,680
650,650.0,650.0,650.0,626,685
651,651.0,651.0,651.0,627,685
652,652.0,652.0,652.0,627,685
653,653.0,653.0,653.0,628,687
654,654.0,654.0,654.0,628,688
655,655.0,655.0,655.0,628,691
656,656.0,656.0,656.0,628,691
657,657.0,657.0,657.0,628,692
658,658.0,658.0,658.0,629,693
659,659.0,659.0,659.0,629,696
660,660.0,660.0,660.0,629,696
661,661.0,661.0,661.0,629,698
662,662.0,662.0,662.0,629,698
663,663.0,663.0,663.0,629,698
664,664.0,664.0,664.0,629,698
665,665.0,665.0,665.0,630,699
666,666.0,666.0,666.0,630,700
667,667.0,667.0,667.0,631,701
668,668.0,668.0,668.0,632,704
669,669.0,669.0,669.0,632,706
670,670.0,670.0,670.0,632,707
671,671.0,671.0,671.0,632,707
672,672.0,672.0,672.0,632,707
673,673.0,673.0,673.0,636,706
674,674.0,674.0,674.0,637,706
675,675.0,675.0,675.0,637,705
676,676.0,676.0,676.0,637,705
677,677.0,677.0,677.0,638,705
678,678.0,678.0,678.0,638,705
679,679.0,679.0,679.0,639,703
680,680.0,680.0,680.0,639,703
681,681.0,681.0,681.0,640,703
682,682.0,682.0,682.0,640,703
683,683.0,683.0,683.0,645,697
684,684.0,684.0,684.0,645,697
685,685.0,685.0,685.0,645,697
686,686.0,686.0,686.0,646,697
687,687.0,687.0,687.0,646,697
688,688.0,688.0,688.0,646,696
689,689.0,689.0,689.0,646,694
690,690.0,690.0,690.0,646,694
691,691.0,691.0,691.0,646,694
692,692.0,692.0,692.0,645,694
693,693.0,693.0,693.0,644,692
694,694.0,694.0,694.0,644,692
695,695.0,695.0,695.0,645,689
696,696.0,696.0,696.0,645,689
697,697.0,697.0,697.0,646,687
698,698.0,698.0,698.0,646,687
699,699.0,699.0,699.0,646,685
700,700.0,700.0,700.0,646,685
701,701.0,701.0,701.0,646,685
702,702.0,702.0,702.0,646,684
703,703.0,703.0,703.0,646,684
704,704.0,704.0,704.0,647,681
705,705.0,705.0,705.0,647,681
706,706.0,706.0,706.0,648,679
707,707.0,707.0,707.0,649,678
708,708.0,708.0,708.0,649,678
709,709.0,709.0,709.0,649,678
710,710.0,710.0,710.0,650,676
711,711.0,711.0,711.0,650,676
712,712.0,712.0,712.0,650,676
713,713.0,713.0,713.0,650,676
714,714.0,714.0,714.0,650,675
715,715.0,715.0,715.0,650,675
716,716.0,716.0,716.0,650,673
717,717.0,717.0,717.0,650,672
718,718.0,718.0,718.0,650,672
719,719.0,719.0,719.0,650,671
720,720.0,720.0,720.0,650,670
721,721.0,721.0,721.0,650,669
722,722.0,722.0,722.0,651,668
723,723.0,723.0,723.0,651,668
724,724.0,724.0,724.0,652,668
725,725.0,725.0,725.0,654,667
726,726.0,726.0,726.0,654,667
727,727.0,727.0,727.0,654,667
728,728.0,728.0,728.0,654,667
729,729.0,729.0,729.0,656,663
730,730.0,730.0,730.0,656,663
731,731.0,731.0,731.0,656,663
732,732.0,732.0,732.0,656,663
733,733.0,733.0,733.0,656,663
734,734.0,734.0,734.0,656,663
735,735.0,735.0,735.0,656,663
736,736.0,736.0,736.0,657,662
737,737.0,737.0,737.0,662,659
738,738.0,738.0,738.0,662,659
739,739.0,739.0,739.0,662,659
740,740.0,740.0,740.0,662,659
741,741.0,741.0,741.0,662,658
742,742.0,742.0,742.0,662,658
743,743.0,743.0,743.0,662,658
744,744.0,744.0,744.0,664,658
745,745.0,745.0,745.0,666,657
746,746.0,746.0,746.0,666,657
747,747.0,747.0,747.0,666,657
748,748.0,748.0,748.0,670,655
749,749.0,749.0,749.0,670,655
750,750.0,750.0,750.0,670,655
751,751.0,751.0,751.0,670,655
752,752.0,752.0,752.0,670,654
753,753.0,753.0,753.0,670,654
754,754.0,754.0,754.0,670,654
