,x,y
505,957,358
506,949,361
507,948,361
508,947,361
509,944,363
510,931,370
511,926,373
512,917,379
513,912,381
514,912,381
515,908,383
516,904,384
517,898,387
518,898,388
519,888,394
520,885,395
521,876,401
522,876,402
523,871,405
524,864,409
525,859,413
526,859,413
527,852,415
528,846,419
529,836,425
530,835,425
531,829,430
532,828,430
533,827,430
534,817,435
535,807,440
536,805,441
537,803,442
538,798,444
539,793,445
540,792,446
541,789,447
542,787,448
543,783,451
544,782,451
545,774,457
546,767,463
547,761,466
548,761,466
549,754,469
550,744,476
551,731,483
552,730,483
553,728,484
554,722,487
555,718,488
556,718,488
557,715,489
558,709,491
559,703,495
560,703,495
561,699,497
562,692,501
563,684,506
564,683,506
565,681,507
566,679,508
567,670,513
568,670,513
569,667,515
570,651,523
571,643,527
572,642,528
573,631,534
574,623,537
575,620,540
576,619,540
577,617,542
578,615,545
579,613,546
580,611,546
581,609,548
582,605,551
583,605,552
584,605,553
585,603,554
586,603,555
587,605,559
588,605,561
589,605,562
590,605,564
591,605,564
592,600,570
593,602,571
594,604,571
595,608,574
596,610,579
597,611,579
598,611,579
599,612,580
600,612,591
601,612,591
602,612,591
603,613,591
604,615,591
605,616,593
606,616,598
607,616,599
608,616,599
609,616,600
610,617,617
611,617,623
612,617,623
613,617,623
614,617,623
615,617,623
616,617,623
617,617,623
618,617,623
619,617,624
620,618,626
621,618,628
622,618,630
623,618,632
624,618,632
625,619,636
626,619,638
627,619,641
628,619,641
629,620,643
630,620,645
631,621,647
632,621,647
633,621,648
634,622,649
635,622,651
636,623,652
637,623,658
638,623,659
639,623,661
640,623,661
641,623,663
642,624,663
643,624,666
644,624,668
645,625,671
646,625,673
647,625,676
648,626,678
649,626,680
650,626,685
651,627,685
652,627,685
653,628,687
654,628,688
655,628,691
656,628,691
657,628,692
658,629,693
659,629,696
660,629,696
661,629,698
662,629,698
663,629,698
664,629,698
665,630,699
666,630,700
667,631,701
668,632,704
669,632,706
670,632,707
671,632,707
672,632,707
673,636,706
674,637,706
675,637,705
676,637,705
677,638,705
678,638,705
679,639,703
680,639,703
681,640,703
682,640,703
683,645,697
684,645,697
685,645,697
686,646,697
687,646,697
688,646,696
689,646,694
690,646,694
691,646,694
692,645,694
693,644,692
694,644,692
695,645,689
696,645,689
697,646,687
698,646,687
699,646,685
700,646,685
701,646,685
702,646,684
703,646,684
704,647,681
705,647,681
706,648,679
707,649,678
708,649,678
709,649,678
710,650,676
711,650,676
712,650,676
713,650,676
714,650,675
715,650,675
716,650,673
717,650,672
718,650,672
719,650,671
720,650,670
721,650,669
722,651,668
723,651,668
724,652,668
725,654,667
726,654,667
727,654,667
728,654,667
729,656,663
730,656,663
731,656,663
732,656,663
733,656,663
734,656,663
735,656,663
736,657,662
737,662,659
738,662,659
739,662,659
740,662,659
741,662,658
742,662,658
743,662,658
744,664,658
745,666,657
746,666,657
747,666,657
748,670,655
749,670,655
750,670,655
751,670,655
752,670,654
753,670,654
754,670,654
755,670,654
756,670,654
757,670,654
758,670,654
759,670,654
760,675,651
761,680,647
762,680,647
763,680,647
764,680,647
765,680,647
766,680,647
767,682,647
768,682,647
769,682,647
770,681,647
771,680,647
772,676,648
773,672,648
774,664,649
775,663,649
776,656,649
777,647,648
778,632,646
779,629,646
780,620,646
781,615,647
782,612,647
783,612,647
784,612,647
785,612,647
786,618,647
787,627,646
788,627,646
789,628,645
790,628,645
791,631,643
792,631,643
793,631,643
794,636,642
795,637,642
796,637,642
797,637,642
798,639,640
799,639,640
800,639,640
801,643,637
802,646,634
803,646,634
804,647,632
805,650,631
806,651,630
807,652,630
808,652,629
809,658,627
810,661,627
811,661,626
812,662,626
813,664,626
814,664,626
815,664,626
816,670,625
817,671,624
818,671,624
819,671,624
820,676,621
821,676,621
822,680,619
823,681,619
824,683,618
825,683,618
826,685,618
827,690,616
828,697,611
829,697,611
830,697,611
831,697,611
832,697,611
833,697,611
834,697,611
835,699,612
836,699,612
837,699,612
838,699,612
839,701,612
840,705,610
841,704,610
842,677,611
843,669,614
844,662,617
845,661,618
846,654,622
847,648,624
848,640,630
849,629,633
850,624,635
851,621,635
852,616,638
853,613,640
854,613,640
855,611,640
856,609,640
857,606,640
858,604,640
859,600,640
860,595,641
861,592,641
862,590,641
863,574,640
864,568,639
865,559,641
866,535,650
867,522,653
868,519,655
869,518,655
870,513,658
871,509,660
872,502,663
873,496,666
874,485,670
875,473,675
876,467,680
877,462,681
878,459,684
879,455,686
880,452,688
881,439,693
882,426,698
883,423,699
884,422,700
885,418,702
886,416,703
887,416,703
888,416,703
889,417,704
890,417,704
891,421,700
892,427,694
893,427,694
894,427,693
895,427,692
896,431,686
897,432,685
898,432,685
899,434,685
900,436,683
901,436,683
902,435,682
903,435,682
904,435,682
905,443,677
906,443,677
907,444,676
908,445,675
909,449,672
910,449,671
911,449,671
912,450,670
913,451,669
914,454,668
915,454,667
916,454,665
917,455,664
918,456,663
919,457,662
920,458,662
921,467,660
922,478,657
923,479,657
924,487,654
925,495,651
926,495,651
927,496,650
928,497,649
929,504,645
930,508,644
931,510,643
932,514,642
933,525,636
934,527,634
935,529,634
936,535,632
937,537,631
938,545,628
939,547,627
940,556,624
941,556,624
942,557,624
943,561,623
944,566,622
945,571,622
946,576,622
947,583,621
948,592,618
949,595,618
950,597,618
951,600,617
952,612,615
953,616,615
954,619,615
955,627,614
956,637,614
957,641,613
958,647,609
959,648,609
960,657,605
961,660,603
962,670,599
963,670,599
964,674,596
965,678,595
966,682,594
967,683,595
968,684,595
969,686,595
970,687,595
971,652,581
972,666,577
973,672,575
974,684,573
975,684,572
976,686,572
977,690,572
978,692,573
979,697,572
980,698,572
981,700,572
982,706,574
983,715,574
984,717,575
985,722,575
986,725,575
987,734,574
988,735,574
989,742,572
990,744,571
991,748,571
992,748,571
993,753,571
994,766,574
995,768,574
996,772,574
997,779,573
998,783,572
999,788,572
1000,791,572
1001,794,572
1002,802,572
1003,803,572
1004,804,572
1005,811,572
1006,820,569
1007,832,568
1008,837,567
1009,838,567
1010,841,567
1011,843,566
1012,847,565
1013,849,565
1014,853,565
1015,860,564
1016,864,564
1017,867,563
1018,877,560
1019,879,560
1020,882,559
1021,886,560
1022,888,560
1023,891,561
1024,895,562
1025,893,562
1026,886,563
1027,883,563
1028,883,563
1029,894,563
1030,901,563
1031,925,563
1032,934,562
1033,935,562
1034,939,561
1035,946,560
1036,948,560
1037,952,559
1038,957,560
1039,957,560
1040,959,560
1041,967,558
1042,969,558
1043,976,558
1044,977,558
1045,991,557
1046,995,556
1047,1005,556
1048,1007,555
1049,1015,554
1050,1015,553
1051,1020,552
1052,1028,552
1053,1033,552
1054,1034,552
1055,1039,552
1056,1042,552
1057,1042,552
1058,1042,552
1059,1047,552
1060,1054,552
1061,1056,551
1062,1060,551
1063,1067,551
1064,1073,551
1065,1081,551
1066,1095,550
1067,1114,546
1068,1114,546
1069,1114,546
1070,1114,546
1071,1114,546
1072,1125,545
1073,1132,544
1074,1133,544
1075,1133,544
1076,1133,544
1077,1133,544
1078,1135,544
1079,1136,544
1080,1149,545
1081,1149,545
1082,1154,546
1083,1154,546
1084,1157,546
1085,1162,547
1086,1166,547
1087,1173,547
1088,1180,547
1089,1184,546
1090,1191,546
1091,1196,546
1092,1198,545
1093,1198,545
1094,1203,545
1095,1206,545
1096,1208,545
1097,1208,545
1098,1208,545
1099,1218,544
1100,1219,544
1101,1223,544
1102,1226,544
1103,1227,544
1104,1229,544
1105,1236,543
1106,1237,542
1107,1249,540
1108,1253,540
1109,1253,540
1110,1253,540
1111,1254,540
1112,1255,540
1113,1256,540
1114,1258,540
1115,1259,540
1116,1260,540
1117,1263,540
1118,1267,540
1119,1267,540
1120,1267,540
1121,1267,540
1122,1267,539
1123,1266,539
1124,1265,539
1125,1264,539
1126,1262,538
1127,1259,536
1128,1256,535
1129,1255,535
1130,1246,530
1131,1246,530
1132,1232,529
1133,1232,529
1134,1231,529
1135,1224,529
1136,1224,529
1137,1224,529
1138,1223,525
1139,1220,523
1140,1217,523
1141,1215,523
1142,1212,523
1143,1209,523
1144,1206,523
1145,1203,524
1146,1199,524
1147,1199,524
1148,1199,524
1149,1199,524
1150,1199,524
1151,1199,524
1152,1195,521
1153,1195,521
1154,1195,521
1155,1192,522
1156,1171,537
1157,1169,552
1158,1173,565
1159,1172,575
1160,1170,584
1161,1167,597
1162,1166,618
1163,1165,622
1164,1162,625
1165,1157,630
1166,1155,631
1167,1148,639
1168,1144,644
1169,1141,648
1170,1136,656
1171,1128,671
1172,1124,680
1173,1121,685
1174,1119,688
1175,1117,693
1176,1115,697
1177,1114,698
1178,1113,703
1179,1112,704
1180,1110,707
1181,1109,708
1182,1102,707
1183,1091,700
1184,1087,692
1185,1085,690
1186,1084,687
1187,1082,683
1188,1078,677
1189,1077,676
1190,1075,671
1191,1073,669
1192,1069,664
1193,1062,659
1194,1056,656
1195,1051,653
1196,1046,649
1197,1045,648
1198,1041,645
1199,1041,645
1200,1040,644
1201,1038,643
1202,1034,641
1203,1022,634
1204,1018,632
1205,1015,631
1206,1013,627
1207,1007,625
1208,999,619
1209,996,618
1210,992,615
1211,991,615
1212,989,611
1213,966,602
1214,962,599
1215,961,596
1216,945,582
1217,945,582
1218,945,581
1219,944,580
1220,942,579
1221,939,577
1222,936,576
1223,935,574
1224,932,573
1225,927,568
1226,925,564
1227,921,561
1228,920,561
1229,919,559
1230,919,559
1231,915,554
1232,914,553
1233,911,552
1234,905,546
1235,895,539
1236,895,538
1237,891,534
1238,889,533
1239,888,531
1240,883,527
1241,877,522
1242,875,519
1243,875,519
1244,874,517
1245,873,516
1246,872,516
1247,872,516
1248,872,516
1249,865,519
1250,856,526
1251,855,527
1252,854,529
1253,850,530
1254,850,530
1255,850,531
1256,847,533
1257,846,535
1258,845,535
1259,844,535
1260,842,536
1261,841,537
1262,839,538
1263,836,540
1264,835,541
1265,834,541
1266,797,553
1267,791,553
1268,791,553
1269,791,553
1270,791,553
1271,793,555
1272,793,556
1273,791,560
1274,789,563
1275,789,563
1276,789,563
1277,789,563
1278,789,563
1279,782,568
1280,782,570
1281,782,570
1282,782,570
1283,772,579
1284,772,579
1285,772,579
1286,772,579
1287,772,579
1288,769,580
1289,766,584
1290,766,583
1291,765,583
1292,765,584
1293,764,584
1294,764,584
1295,764,584
1296,761,586
1297,760,586
1298,756,588
1299,754,589
1300,751,590
1301,750,591
1302,747,593
1303,744,596
1304,744,596
1305,744,596
1306,744,596
1307,741,599
1308,741,599
1309,741,599
1310,737,602
1311,735,604
1312,734,605
1313,734,605
1314,734,606
1315,731,608
1316,729,609
1317,726,610
1318,723,611
1319,722,612
1320,722,612
1321,722,612
1322,714,613
1323,710,614
1324,709,614
1325,707,614
1326,697,615
1327,674,619
1328,663,620
1329,661,621
1330,647,621
1331,625,623
1332,606,623
1333,596,625
1334,591,625
1335,588,626
1336,588,626
1337,588,626
1338,572,627
1339,566,627
1340,565,627
1341,565,627
1342,565,627
1343,569,627
1344,577,634
1345,581,636
1346,581,637
1347,583,642
1348,586,646
1349,588,647
1350,590,647
1351,593,648
1352,596,652
1353,596,654
1354,596,655
1355,597,656
1356,599,659
1357,603,662
1358,604,663
1359,608,668
1360,610,668
1361,610,668
1362,612,670
1363,616,671
1364,620,674
1365,621,674
1366,629,681
1367,631,681
1368,635,683
1369,640,684
1370,643,686
1371,645,686
1372,647,687
1373,649,689
1374,651,690
1375,651,692
1376,652,692
1377,655,694
1378,657,697
1379,662,700
1380,663,701
1381,666,704
1382,666,704
1383,668,707
1384,669,707
1385,672,707
1386,675,707
1387,680,706
1388,682,705
1389,683,704
1390,687,705
1391,692,706
1392,692,710
1393,692,710
1394,692,710
1395,692,710
1396,691,710
1397,691,710
1398,691,708
1399,691,708
1400,695,705
1401,695,705
1402,695,705
1403,697,704
1404,698,703
1405,703,701
1406,703,701
1407,703,701
1408,703,701
1409,687,703
1410,671,704
1411,662,705
1412,658,706
1413,638,709
1414,626,710
1415,618,710
1416,591,713
1417,591,713
1418,562,714
1419,561,713
1420,542,715
1421,532,714
1422,507,713
1423,503,711
1424,489,711
1425,485,711
1426,484,710
1427,471,714
1428,465,719
1429,465,719
1430,428,720
1431,424,717
1432,419,716
1433,407,716
1434,406,716
1435,389,715
1436,388,714
1437,374,713
1438,363,710
1439,351,711
1440,348,711
1441,333,711
1442,311,709
1443,281,711
1444,265,713
1445,250,715
1446,236,716
1447,220,716
1448,214,716
1449,211,714
1450,196,711
1451,193,711
1452,187,710
1453,167,707
1454,156,708
1455,153,708
1456,149,705
1457,148,705
1458,134,704
1459,118,704
1460,110,703
1461,91,703
1462,78,705
1463,67,706
1464,57,703
1465,40,699
1466,40,699
1467,34,698
1468,25,698
1469,24,698
1470,16,698
1471,20,697
1472,41,697
1473,51,696
1474,56,694
1475,59,693
1476,67,689
1477,75,684
1478,80,683
1479,83,683
1480,85,688
1481,112,684
1482,112,684
1483,112,684
1484,130,677
1485,132,677
1486,134,677
1487,141,673
1488,145,670
1489,145,670
1490,145,670
1491,152,666
1492,156,664
1493,164,661
1494,168,660
1495,172,659
1496,173,659
1497,173,659
1498,177,659
1499,179,659
1500,192,653
1501,193,653
1502,197,652
1503,197,652
1504,200,651
1505,208,647
1506,218,646
1507,225,645
1508,226,648
1509,229,654
1510,230,659
1511,231,667
1512,236,676
1513,238,683
1514,239,691
1515,240,700
1516,240,701
1517,241,705
1518,242,708
1519,244,708
1520,245,707
1521,250,702
1522,254,698
1523,258,694
1524,260,693
1525,261,692
1526,275,687
1527,279,687
1528,285,685
1529,285,685
1530,288,684
1531,289,684
1532,290,683
1533,295,681
1534,295,681
1535,295,681
1536,295,679
1537,306,672
1538,307,672
1539,309,670
1540,309,669
1541,312,665
1542,312,665
1543,316,660
1544,320,657
1545,320,657
1546,320,657
1547,319,654
1548,319,650
1549,319,649
1550,319,648
1551,320,647
1552,322,643
1553,323,640
1554,324,638
1555,330,633
1556,333,630
1557,334,628
1558,334,628
1559,346,615
1560,346,615
1561,348,614
1562,351,610
1563,353,608
1564,353,608
1565,353,608
1566,353,608
1567,353,608
1568,356,607
1569,359,604
1570,361,603
1571,362,601
1572,364,601
1573,368,597
1574,368,597
1575,368,597
1576,368,597
1577,368,597
1578,373,592
1579,377,589
1580,379,586
1581,380,585
1582,380,585
1583,380,585
1584,380,585
1585,380,585
1586,380,584
1587,380,582
1588,381,578
1589,381,578
1590,385,574
1591,396,566
1592,400,565
1593,400,565
1594,400,564
1595,402,563
1596,412,557
1597,418,555
1598,418,555
1599,421,552
1600,421,552
1601,421,552
1602,429,545
1603,433,542
1604,438,536
1605,441,534
1606,441,534
1607,441,534
1608,441,534
1609,441,534
1610,441,534
1611,441,534
1612,441,534
1613,441,533
1614,439,531
1615,439,529
1616,437,529
1617,436,529
1618,435,528
1619,430,524
1620,429,524
1621,427,523
1622,425,522
1623,424,521
1624,423,521
1625,422,520
1626,422,520
1627,419,519
1628,419,519
1629,418,519
1630,418,518
1631,418,518
1632,418,518
1633,418,518
1634,418,518
1635,417,516
1636,417,516
1637,417,516
1638,417,516
1639,417,516
1640,417,515
1641,417,515
1642,417,515
1643,417,515
1644,417,513
1645,416,512
1646,416,512
1647,416,512
1648,416,511
1649,415,509
1650,415,509
1651,415,509
1652,415,509
1653,414,508
1654,413,507
1655,409,504
1656,408,503
1657,408,503
1658,408,503
1659,408,503
1660,406,500
1661,406,500
1662,406,500
1663,406,500
1664,406,500
1665,406,500
1666,406,500
1667,406,500
1668,406,500
1669,406,500
1670,406,500
1671,406,500
1672,397,429
1673,397,428
1674,400,416
1675,403,411
1676,407,406
1677,407,406
1678,407,399
1679,408,398
1680,408,397
1681,405,391
1682,405,390
1683,396,387
1684,360,387
1685,267,392
1686,223,395
1687,218,395
1688,211,395
1689,235,395
1690,237,396
1691,236,397
1692,236,397
1693,227,416
1694,223,441
1695,218,454
1696,212,461
1697,212,461
1698,211,463
1699,206,472
1700,200,478
1701,197,481
1702,198,493
1703,200,495
1704,199,497
1705,197,500
1706,192,506
1707,187,515
1708,190,515
1709,191,521
1710,188,530
1711,177,546
1712,177,545
1713,177,547
1714,173,556
1715,172,564
1716,168,570
1717,164,576
1718,162,578
1719,162,581
1720,158,593
1721,158,594
1722,158,596
1723,156,602
1724,154,615
1725,155,616
1726,155,617
1727,154,624
1728,154,625
1729,154,627
1730,154,631
1731,151,636
1732,149,640
1733,148,643
1734,142,659
1735,139,671
1736,138,676
1737,137,677
1738,135,682
1739,132,692
1740,132,692
1741,131,694
1742,127,704
1743,125,706
1744,126,706
1745,125,709
1746,126,711
1747,127,713
1748,127,717
1749,127,718
1750,126,717
1751,126,706
1752,132,699
1753,134,696
1754,139,692
1755,140,691
1756,141,690
1757,141,690
1758,141,690
1759,142,689
1760,143,686
1761,144,683
1762,144,683
1763,146,679
1764,149,672
1765,149,672
1766,150,670
1767,153,664
1768,153,664
1769,152,663
1770,152,658
1771,154,654
1772,154,653
1773,154,652
1774,154,652
1775,154,652
1776,154,651
1777,154,651
1778,155,642
1779,156,639
1780,159,636
1781,168,633
1782,170,631
1783,170,630
1784,173,625
1785,175,623
1786,176,622
1787,178,619
1788,180,618
1789,182,617
1790,182,617
1791,182,617
1792,182,612
1793,184,611
1794,184,610
1795,186,608
1796,187,604
1797,187,604
1798,189,602
1799,189,601
1800,194,593
1801,195,592
1802,202,586
1803,204,584
1804,206,582
1805,208,580
1806,208,579
1807,210,575
1808,210,575
1809,210,575
1810,210,571
1811,210,570
1812,211,566
1813,212,565
1814,213,559
1815,214,558
1816,215,555
1817,216,554
1818,217,552
1819,218,551
1820,218,551
1821,222,550
1822,229,545
1823,229,545
1824,229,545
1825,229,545
1826,234,541
1827,237,538
1828,237,538
1829,240,533
1830,240,532
1831,241,531
1832,241,531
1833,241,531
1834,241,531
1835,241,529
1836,242,529
1837,245,524
1838,245,523
1839,297,508
1840,320,513
1841,335,515
1842,371,530
1843,441,538
1844,468,542
1845,519,547
1846,547,548
1847,568,547
1848,572,547
1849,578,547
1850,618,550
1851,652,553
1852,717,555
1853,753,557
1854,772,558
1855,794,560
1856,812,560
1857,866,569
1858,886,573
1859,906,574
1860,931,575
1861,960,577
1862,972,579
1863,1014,583
1864,1043,586
1865,1086,591
1866,1112,593
1867,1137,591
1868,1160,590
1869,1193,590
1870,1208,591
1871,1231,590
1872,1236,590
1873,1236,590
1874,1237,590
1875,1237,590
1876,1220,585
1877,1199,579
1878,1162,571
1879,1154,570
1880,1143,569
1881,1133,567
1882,1128,566
1883,1120,563
1884,1112,560
1885,1083,554
1886,1077,552
1887,1077,552
1888,1078,552
1889,1106,548
1890,1113,547
1891,1113,546
1892,1117,539
1893,1118,537
1894,1121,530
1895,1124,528
1896,1138,528
1897,1148,530
1898,1159,532
1899,1159,532
1900,1159,532
1901,1161,532
1902,1168,532
1903,1173,533
1904,1179,534
1905,1193,537
1906,1203,538
1907,1203,538
1908,1205,539
1909,1205,539
1910,1205,539
1911,1217,543
1912,1218,543
1913,1238,539
1914,1242,539
1915,1242,539
1916,1242,539
1917,1251,538
1918,1260,539
1919,1260,539
1920,1260,539
1921,1260,539
1922,1260,539
1923,1267,544
1924,1267,545
1925,1267,545
1926,1268,546
1927,1270,550
1928,1270,550
1929,1270,551
1930,1270,551
1931,1264,558
1932,1264,559
1933,1262,562
1934,1262,562
1935,1260,562
1936,1251,563
1937,1245,563
1938,1245,563
1939,1245,563
1940,1245,563
1941,1245,563
1942,1245,563
1943,1245,563
1944,1245,563
1945,1245,563
1946,1245,563
1947,1244,566
1948,1244,566
1949,1244,566
1950,1242,569
1951,1240,571
1952,1236,572
1953,1235,572
1954,1234,572
1955,1230,572
1956,1228,574
1957,1227,575
1958,1221,578
1959,1221,578
1960,1220,577
1961,1219,577
1962,1218,577
1963,1215,578
1964,1213,578
1965,1213,579
1966,1211,579
1967,1211,579
1968,1211,579
1969,1211,579
1970,1205,579
1971,1200,579
1972,1200,579
1973,1200,579
1974,1200,579
1975,1200,579
1976,1200,579
1977,1200,579
1978,1187,578
1979,1187,578
1980,1187,578
1981,1187,578
1982,1187,578
1983,1182,583
1984,1182,583
1985,1178,586
1986,1176,587
1987,1176,587
1988,1174,585
1989,1170,584
1990,1170,584
1991,1169,584
1992,1169,584
1993,1168,584
1994,1168,584
1995,1163,584
1996,1158,584
1997,1158,584
1998,1157,584
1999,1157,584
2000,1154,585
2001,1154,585
2002,1153,585
2003,1152,585
2004,1151,585
2005,1151,585
2006,1150,584
2007,1147,584
2008,1143,583
2009,1142,583
2010,1142,583
2011,1141,583
2012,1141,583
2013,1138,583
2014,1137,583
2015,1136,583
2016,1134,584
2017,1134,585
2018,1126,588
2019,1125,588
2020,1124,588
2021,1121,588
2022,1120,588
2023,1120,588
2024,1120,588
2025,1117,588
2026,1117,588
2027,1117,588
2028,1116,588
2029,1112,587
2030,1108,587
2031,1099,587
2032,1097,587
2033,1095,586
2034,1094,586
2035,1094,586
2036,1090,585
2037,1088,584
2038,1087,584
2039,1087,584
2040,1087,584
2041,1087,584
2042,1087,584
2043,1087,584
