,Unnamed: 0,x,y
535,535.0,597,664
536,536.0,597,664
537,537.0,600,664
538,538.0,606,664
539,539.0,612,665
540,540.0,617,665
541,541.0,617,665
542,542.0,618,665
543,543.0,618,665
544,544.0,618,665
545,545.0,618,665
546,546.0,619,660
547,547.0,617,651
548,548.0,616,648
549,549.0,615,648
550,550.0,615,648
551,551.0,612,647
552,552.0,611,645
553,553.0,611,644
554,554.0,611,643
555,555.0,610,639
556,556.0,610,638
557,557.0,610,636
558,558.0,610,634
559,559.0,611,629
560,560.0,611,626
561,561.0,611,625
562,562.0,611,625
563,563.0,610,623
564,564.0,609,620
565,565.0,609,618
566,566.0,609,616
567,567.0,609,615
568,568.0,608,613
569,569.0,608,610
570,570.0,608,607
571,571.0,608,605
572,572.0,608,605
573,573.0,608,605
574,574.0,608,602
575,575.0,608,600
576,576.0,608,599
577,577.0,608,596
578,578.0,608,592
579,579.0,609,589
580,580.0,609,588
581,581.0,609,587
582,582.0,609,586
583,583.0,608,583
584,584.0,608,580
585,585.0,608,579
586,586.0,608,577
587,587.0,608,577
588,588.0,608,576
589,589.0,608,575
590,590.0,608,575
591,591.0,608,575
592,592.0,608,575
593,593.0,608,573
594,594.0,608,572
595,595.0,608,570
596,596.0,608,570
597,597.0,608,570
598,598.0,608,570
599,599.0,608,570
600,600.0,608,570
601,601.0,607,572
602,602.0,607,572
603,603.0,606,570
604,604.0,606,567
605,605.0,606,566
606,606.0,606,566
607,607.0,606,564
608,608.0,606,561
609,609.0,606,559
610,610.0,607,557
611,611.0,607,557
612,612.0,607,557
613,613.0,607,557
614,614.0,607,557
615,615.0,607,557
616,616.0,607,557
617,617.0,607,559
618,618.0,607,559
619,619.0,607,559
620,620.0,607,559
621,621.0,607,559
622,622.0,607,559
623,623.0,607,559
624,624.0,607,559
625,625.0,607,559
626,626.0,610,561
627,627.0,611,561
628,628.0,611,561
629,629.0,611,561
630,630.0,611,561
631,631.0,611,561
632,632.0,611,561
633,633.0,611,561
634,634.0,611,561
635,635.0,611,561
636,636.0,611,561
637,637.0,611,561
638,638.0,611,561
639,639.0,611,561
640,640.0,611,561
641,641.0,611,561
642,642.0,611,561
643,643.0,611,561
644,644.0,611,561
645,645.0,611,562
646,646.0,610,565
647,647.0,608,570
648,648.0,608,580
649,649.0,608,585
650,650.0,608,586
651,651.0,608,587
652,652.0,609,589
653,653.0,610,592
654,654.0,611,596
655,655.0,612,597
656,656.0,612,599
657,657.0,612,602
658,658.0,613,605
659,659.0,613,607
660,660.0,613,609
661,661.0,613,612
662,662.0,612,614
663,663.0,611,617
664,664.0,610,619
665,665.0,610,621
666,666.0,609,624
667,667.0,608,626
668,668.0,607,629
669,669.0,607,630
670,670.0,607,630
671,671.0,607,630
672,672.0,607,628
673,673.0,606,625
674,674.0,605,622
675,675.0,605,621
676,676.0,605,620
677,677.0,605,620
678,678.0,605,619
679,679.0,605,619
680,680.0,605,619
681,681.0,605,617
682,682.0,606,616
683,683.0,606,614
684,684.0,606,613
685,685.0,606,612
686,686.0,607,611
687,687.0,607,610
688,688.0,607,609
689,689.0,607,609
690,690.0,607,608
691,691.0,606,605
692,692.0,606,601
693,693.0,606,597
694,694.0,606,596
695,695.0,606,596
696,696.0,606,596
697,697.0,606,596
698,698.0,606,596
699,699.0,606,597
700,700.0,605,598
701,701.0,605,598
702,702.0,605,598
703,703.0,605,598
704,704.0,605,598
705,705.0,606,599
706,706.0,606,599
707,707.0,606,599
708,708.0,606,599
709,709.0,606,599
710,710.0,606,599
711,711.0,606,599
712,712.0,606,600
713,713.0,606,600
714,714.0,606,600
715,715.0,606,600
716,716.0,606,600
717,717.0,606,600
718,718.0,606,600
719,719.0,606,600
720,720.0,606,600
721,721.0,606,600
722,722.0,606,600
723,723.0,606,600
724,724.0,606,600
725,725.0,605,600
726,726.0,605,600
727,727.0,605,600
728,728.0,605,600
729,729.0,606,600
730,730.0,606,600
731,731.0,606,600
732,732.0,606,600
733,733.0,606,600
734,734.0,607,600
735,735.0,607,600
736,736.0,607,600
737,737.0,607,600
738,738.0,607,600
739,739.0,607,600
740,740.0,607,600
741,741.0,607,600
742,742.0,607,600
743,743.0,607,600
744,744.0,607,600
745,745.0,607,600
746,746.0,607,600
747,747.0,607,600
748,748.0,607,600
749,749.0,607,600
750,750.0,607,600
751,751.0,607,600
752,752.0,607,600
753,753.0,607,600
754,754.0,607,600
755,755.0,607,600
756,756.0,607,600
757,757.0,607,600
758,758.0,607,600
759,759.0,607,600
760,760.0,607,600
761,761.0,607,600
762,762.0,607,600
763,763.0,607,600
764,764.0,607,600
765,765.0,607,600
766,766.0,607,600
767,767.0,607,600
768,768.0,607,600
769,769.0,607,600
770,770.0,607,600
771,771.0,607,600
772,772.0,607,600
773,773.0,607,600
774,774.0,607,600
775,775.0,607,600
776,776.0,607,600
777,777.0,607,600
778,778.0,607,600
779,779.0,607,600
780,780.0,607,600
781,781.0,607,600
782,782.0,607,600
783,783.0,607,600
784,784.0,607,600
785,785.0,607,600
786,786.0,607,600
787,787.0,607,600
788,788.0,607,600
789,789.0,607,600
790,790.0,607,600
791,791.0,607,600
792,792.0,607,600
793,793.0,607,600
794,794.0,607,600
795,795.0,607,600
796,796.0,607,600
797,797.0,607,600
798,798.0,607,600
799,799.0,607,600
800,800.0,607,600
801,801.0,607,600
802,802.0,607,600
803,803.0,607,600
804,804.0,607,600
805,805.0,607,600
806,806.0,607,600
807,807.0,607,600
808,808.0,607,600
809,809.0,607,600
810,810.0,607,600
811,811.0,607,600
812,812.0,607,600
813,813.0,607,600
814,814.0,607,600
815,815.0,607,600
816,816.0,607,600
817,817.0,607,600
818,818.0,607,600
819,819.0,607,600
820,820.0,607,600
821,821.0,607,600
822,822.0,607,600
823,823.0,607,600
824,824.0,607,600
825,825.0,607,600
826,826.0,607,600
827,827.0,607,600
828,828.0,607,600
829,829.0,607,600
830,830.0,607,600
831,831.0,607,600
832,832.0,607,600
833,833.0,607,600
834,834.0,607,600
835,835.0,607,600
836,836.0,607,600
837,837.0,607,600
838,838.0,607,600
839,839.0,607,600
840,840.0,607,600
841,841.0,607,600
842,842.0,607,600
843,843.0,607,600
844,844.0,607,600
845,845.0,607,600
846,846.0,607,601
847,847.0,607,601
848,848.0,607,601
849,849.0,607,601
850,850.0,607,601
851,851.0,607,601
852,852.0,607,601
853,853.0,607,601
854,854.0,607,601
855,855.0,607,601
856,856.0,607,601
857,857.0,607,601
858,858.0,607,601
859,859.0,607,601
860,860.0,607,601
861,861.0,607,601
862,862.0,607,601
863,863.0,607,601
864,864.0,607,601
865,865.0,607,601
866,866.0,607,601
867,867.0,607,601
868,868.0,607,601
869,869.0,607,601
870,870.0,607,601
871,871.0,607,601
872,872.0,607,601
873,873.0,607,601
874,874.0,607,601
875,875.0,607,601
876,876.0,607,601
877,877.0,607,601
878,878.0,607,601
879,879.0,607,601
880,880.0,607,601
881,881.0,607,601
882,882.0,607,601
883,883.0,607,601
884,884.0,607,601
885,885.0,607,601
886,886.0,607,601
887,887.0,607,601
888,888.0,607,601
889,891.0,615,613
890,892.0,621,614
891,893.0,622,614
892,894.0,622,614
893,895.0,619,611
894,896.0,616,609
895,897.0,615,608
896,898.0,615,608
897,899.0,613,607
898,900.0,608,605
899,901.0,608,605
900,902.0,627,609
901,903.0,629,609
902,904.0,631,610
903,905.0,632,610
904,906.0,632,610
905,907.0,626,609
906,908.0,619,608
907,909.0,614,607
908,910.0,614,607
909,911.0,614,607
910,912.0,616,608
911,,604,603
912,,611,602
913,,610,602
914,,610,602
915,,610,602
916,,610,602
917,,610,602
918,,610,602
919,,610,603
920,,610,603
921,,610,603
922,,610,604
923,,610,604
924,,608,604
925,,608,604
926,,608,604
927,,608,604
928,,608,604
929,,608,604
930,,608,604
931,,608,604
932,,608,604
933,,608,604
934,,608,604
935,,608,604
936,,608,604
937,,608,604
938,,608,604
939,,608,604
940,,608,604
941,,608,604
942,,608,604
943,,608,604
944,,608,604
945,,608,604
946,,630,611
947,,646,611
948,,656,616
949,913.0,618,609
950,914.0,674,608
951,917.0,681,613
952,918.0,697,619
953,919.0,718,628
954,920.0,733,635
955,921.0,746,639
956,922.0,747,639
957,923.0,753,640
958,924.0,768,642
959,925.0,786,647
960,926.0,803,653
961,927.0,814,656
962,928.0,828,659
963,929.0,847,663
964,930.0,858,665
965,931.0,877,667
966,932.0,884,668
967,933.0,895,669
968,934.0,916,672
969,935.0,923,673
970,936.0,938,674
971,937.0,944,676
972,938.0,955,677
973,939.0,965,681
974,940.0,980,686
975,941.0,996,690
976,942.0,1016,694
977,943.0,1036,699
978,944.0,1037,699
979,945.0,1050,702
980,946.0,1068,704
981,947.0,1080,706
982,948.0,1093,708
983,949.0,1105,708
984,950.0,1111,708
985,951.0,1122,708
986,952.0,1130,706
987,953.0,1140,703
988,954.0,1159,699
989,955.0,1166,697
990,956.0,1173,696
991,957.0,1186,693
992,958.0,1196,691
993,959.0,1207,690
994,960.0,1223,685
995,961.0,1234,684
996,962.0,1241,683
997,963.0,1250,681
998,964.0,1258,680
999,965.0,1259,679
1000,966.0,1261,678
1001,967.0,1270,677
1002,968.0,1265,674
1003,969.0,1245,668
1004,970.0,1233,665
1005,971.0,1223,663
1006,972.0,1204,657
1007,973.0,1197,656
1008,974.0,1194,655
1009,975.0,1191,655
1010,976.0,1187,655
1011,977.0,1170,652
1012,978.0,1161,649
1013,979.0,1154,647
1014,980.0,1144,640
1015,981.0,1135,635
1016,982.0,1127,632
1017,983.0,1117,627
1018,984.0,1108,623
1019,985.0,1104,620
1020,986.0,1099,618
1021,987.0,1094,616
1022,988.0,1094,616
1023,989.0,1091,614
1024,990.0,1085,611
1025,991.0,1084,610
1026,992.0,1080,607
1027,993.0,1073,603
1028,994.0,1068,601
1029,995.0,1063,598
1030,996.0,1056,595
1031,997.0,1051,592
1032,998.0,1048,590
1033,999.0,1045,589
1034,1000.0,1040,586
1035,1001.0,1035,583
1036,1002.0,1032,581
1037,1003.0,1028,579
1038,1004.0,1022,575
1039,1005.0,1014,571
1040,1006.0,1012,570
1041,1007.0,1009,568
1042,1008.0,1002,564
1043,1009.0,996,560
1044,1010.0,987,555
1045,1011.0,981,552
1046,1012.0,979,550
1047,1013.0,971,546
1048,1014.0,969,545
1049,1015.0,961,541
1050,1016.0,951,536
1051,1017.0,948,534
1052,1018.0,943,531
1053,1019.0,936,528
1054,1020.0,930,525
1055,1021.0,920,522
1056,1022.0,914,519
1057,1023.0,913,518
1058,1024.0,907,517
1059,1025.0,901,514
1060,1026.0,891,511
1061,1027.0,885,508
1062,1028.0,877,504
1063,1029.0,871,502
1064,1030.0,865,499
1065,1031.0,863,498
1066,1032.0,858,495
1067,1033.0,856,493
1068,1034.0,854,492
1069,1035.0,845,487
1070,1036.0,838,483
1071,1037.0,832,479
1072,1038.0,826,476
1073,1039.0,825,476
1074,1040.0,821,473
1075,1041.0,817,471
1076,1042.0,814,469
1077,1043.0,814,469
1078,1044.0,808,466
1079,1045.0,804,463
1080,1046.0,800,460
1081,1047.0,796,457
1082,1048.0,791,455
1083,1049.0,782,451
1084,1050.0,778,448
1085,1051.0,775,446
1086,1052.0,769,443
1087,1053.0,766,442
1088,1054.0,761,439
1089,1055.0,754,435
1090,1056.0,753,434
1091,1057.0,748,432
1092,1058.0,742,429
1093,1059.0,738,426
1094,1060.0,733,424
1095,1061.0,729,422
1096,1062.0,722,419
1097,1063.0,720,417
1098,1064.0,712,413
1099,1065.0,711,413
1100,1066.0,708,411
1101,1067.0,702,408
1102,1068.0,699,407
1103,1069.0,692,403
1104,1070.0,687,400
1105,1071.0,682,398
1106,1072.0,675,394
1107,1073.0,672,392
1108,1074.0,669,390
1109,1075.0,661,386
1110,1076.0,659,385
1111,1077.0,654,382
1112,1078.0,646,377
1113,1079.0,642,375
1114,1080.0,635,371
1115,1081.0,629,368
1116,1082.0,622,364
1117,1083.0,621,363
1118,1084.0,613,358
1119,1085.0,609,355
1120,1086.0,599,350
1121,1087.0,592,346
1122,1088.0,588,344
1123,1089.0,587,343
1124,1090.0,578,339
1125,1091.0,576,338
1126,1092.0,571,336
1127,1093.0,563,332
1128,1094.0,556,329
1129,1095.0,551,326
1130,1096.0,542,322
1131,1097.0,540,320
1132,1098.0,539,320
1133,1099.0,538,320
1134,1100.0,528,314
1135,1101.0,523,311
1136,1102.0,520,310
1137,1103.0,516,309
1138,1104.0,510,305
1139,1105.0,504,302
1140,1106.0,498,299
1141,1107.0,496,298
1142,1108.0,491,295
1143,1109.0,489,295
1144,1110.0,486,293
1145,1111.0,481,291
1146,1112.0,477,288
1147,1113.0,474,287
1148,1114.0,465,282
1149,1115.0,458,278
1150,1116.0,449,273
1151,1117.0,448,272
1152,1118.0,443,269
1153,1119.0,437,266
1154,1120.0,429,262
1155,1121.0,429,261
1156,1122.0,428,261
1157,1123.0,423,258
1158,1124.0,421,257
1159,1125.0,420,256
1160,1126.0,420,256
1161,1127.0,420,256
1162,1128.0,423,255
1163,1129.0,429,254
1164,1130.0,434,252
1165,1131.0,436,252
1166,1132.0,436,251
1167,1133.0,436,251
1168,1134.0,436,251
1169,1135.0,437,249
1170,1136.0,437,247
1171,1137.0,437,242
1172,1138.0,437,240
1173,1139.0,437,238
1174,1140.0,437,235
1175,1141.0,440,228
1176,1142.0,441,224
1177,1143.0,441,223
1178,1144.0,443,221
1179,1145.0,445,215
1180,1146.0,447,212
1181,1147.0,449,210
1182,1148.0,450,207
1183,1149.0,451,205
1184,1150.0,452,203
1185,1151.0,453,201
1186,1152.0,453,201
1187,1153.0,454,198
1188,1154.0,454,197
1189,1155.0,454,196
1190,1156.0,455,185
1191,1157.0,455,180
1192,1158.0,455,180
1193,1159.0,455,180
1194,1160.0,456,177
1195,1161.0,458,170
1196,1162.0,458,169
1197,1163.0,458,169
1198,1164.0,458,169
1199,1165.0,458,169
1200,1166.0,458,167
1201,1167.0,458,166
1202,1168.0,458,166
1203,1169.0,458,166
1204,1170.0,458,164
1205,1171.0,459,161
1206,1172.0,459,157
1207,1173.0,459,155
1208,1174.0,460,153
1209,1175.0,461,150
1210,1176.0,461,149
1211,1177.0,463,147
1212,1178.0,463,146
1213,1179.0,463,146
1214,1180.0,464,146
1215,1181.0,466,143
1216,1182.0,467,140
1217,1183.0,468,139
1218,1184.0,468,139
1219,1185.0,468,139
1220,1186.0,468,137
1221,1187.0,468,134
1222,1188.0,468,131
1223,1189.0,468,130
1224,1190.0,467,128
1225,1191.0,467,127
1226,1192.0,467,127
1227,1193.0,467,127
1228,1194.0,467,126
1229,1195.0,468,124
1230,1196.0,468,119
1231,1197.0,468,114
1232,1198.0,468,113
1233,1199.0,468,112
1234,1200.0,468,106
1235,1201.0,468,103
1236,1202.0,468,103
1237,1203.0,468,103
1238,1204.0,468,103
1239,1205.0,468,102
1240,1206.0,468,101
1241,1207.0,468,99
1242,1208.0,467,95
1243,1209.0,467,95
1244,1210.0,467,94
1245,1211.0,467,94
1246,1212.0,467,94
1247,1213.0,467,94
1248,1214.0,467,94
1249,1215.0,467,94
1250,1216.0,467,94
1251,1217.0,467,94
1252,1218.0,467,93
1253,1219.0,465,86
1254,1220.0,465,85
1255,1221.0,465,84
1256,1222.0,465,84
1257,1223.0,471,79
1258,1224.0,472,75
1259,1225.0,473,73
1260,1226.0,473,72
1261,1227.0,475,68
1262,1228.0,476,64
1263,1229.0,476,63
1264,1230.0,476,62
1265,1231.0,476,59
1266,1232.0,475,56
1267,1233.0,475,54
1268,1234.0,474,52
1269,1235.0,474,50
1270,1236.0,473,50
1271,1237.0,473,50
1272,1238.0,473,50
1273,1239.0,473,49
1274,1240.0,472,47
1275,1241.0,471,45
1276,1242.0,471,45
1277,1243.0,471,44
1278,1244.0,471,43
1279,1245.0,471,43
1280,1246.0,471,43
1281,1247.0,471,42
1282,1248.0,471,41
1283,1249.0,471,41
1284,1250.0,471,41
1285,1251.0,471,41
1286,1252.0,471,40
1287,1253.0,471,39
1288,1254.0,471,37
1289,1255.0,470,32
1290,1256.0,470,27
1291,1257.0,470,26
1292,1258.0,470,26
1293,1259.0,470,26
1294,1260.0,470,26
1295,1261.0,471,26
1296,1262.0,471,26
1297,1263.0,471,26
1298,1264.0,472,26
1299,1265.0,472,25
1300,1266.0,472,25
1301,1267.0,472,25
1302,1268.0,472,24
1303,1269.0,472,22
1304,1270.0,472,21
1305,1271.0,473,20
1306,1272.0,473,19
1307,1273.0,473,19
1308,1274.0,474,17
1309,1275.0,474,13
1310,1276.0,475,9
1311,1277.0,475,8
1312,1278.0,475,8
1313,1279.0,475,8
1314,1280.0,475,8
1315,1281.0,475,11
1316,1282.0,475,12
1317,1283.0,475,13
1318,1284.0,475,13
1319,1285.0,475,13
1320,1286.0,475,13
1321,1287.0,475,13
1322,1288.0,475,13
1323,1289.0,475,13
1324,1290.0,475,13
1325,1291.0,475,13
1326,1292.0,475,13
1327,1293.0,475,13
1328,1294.0,475,14
1329,1295.0,475,15
1330,1296.0,476,16
1331,1297.0,476,17
1332,1298.0,476,17
1333,1299.0,476,17
1334,1300.0,476,17
1335,1301.0,476,18
1336,1302.0,477,19
