,x,y
169,130.0,248.0
170,133.0,241.0
171,137.0,233.0
172,142.0,227.0
173,147.0,224.0
174,148.0,223.0
175,150.0,221.0
176,158.0,217.0
177,164.0,210.0
178,166.0,209.0
179,167.0,206.0
180,171.0,200.0
181,173.0,197.0
182,174.0,197.0
183,174.0,196.0
184,175.0,194.0
185,178.0,187.0
186,178.0,186.0
187,178.0,185.0
188,183.0,182.0
189,194.0,174.0
190,200.0,170.0
191,204.0,168.0
192,209.0,165.0
193,211.0,164.0
194,213.0,163.0
195,217.0,163.0
196,220.0,161.0
197,223.0,160.0
198,229.0,158.0
199,237.0,156.0
200,237.0,156.0
201,241.0,154.0
202,247.0,151.0
203,249.0,149.0
204,249.0,149.0
205,249.0,149.0
206,254.0,146.0
207,261.0,141.0
208,263.0,140.0
209,270.0,139.0
210,280.0,136.0
211,289.0,133.0
212,291.0,133.0
213,297.0,130.0
214,300.0,128.0
215,303.0,127.0
216,304.0,127.0
217,304.0,127.0
218,306.0,124.0
219,308.0,123.0
220,308.0,123.0
221,311.0,122.0
222,316.0,120.0
223,317.0,120.0
224,321.0,118.0
225,329.0,116.0
226,331.0,115.0
227,333.0,114.0
228,335.0,113.0
229,340.0,111.0
230,346.0,109.0
231,349.0,108.0
232,349.0,108.0
233,349.0,108.0
234,349.0,108.0
235,356.0,106.0
236,359.0,105.0
237,362.0,104.0
238,363.0,103.0
239,363.0,103.0
240,363.0,103.0
241,364.0,102.0
242,367.0,102.0
243,379.0,105.0
244,383.0,118.0
245,383.0,136.0
246,379.0,150.0
247,379.0,154.0
248,379.0,156.0
249,379.0,162.0
250,379.0,173.0
251,490.0,242.0
252,490.0,242.0
253,490.0,242.0
254,490.0,242.0
255,490.0,242.0
256,490.0,242.0
257,490.0,242.0
258,491.0,240.0
259,492.0,237.0
260,492.0,236.0
261,493.0,236.0
262,493.0,236.0
263,493.0,236.0
264,544.0,218.0
265,544.0,218.0
266,544.0,218.0
267,544.0,218.0
268,544.0,218.0
269,544.0,218.0
270,544.0,218.0
271,544.0,218.0
272,544.0,218.0
273,544.0,218.0
274,544.0,218.0
275,544.0,218.0
276,543.0,225.0
277,536.0,265.0
278,530.0,282.0
279,519.0,294.0
280,513.0,308.0
281,507.0,318.0
282,503.0,323.0
283,496.0,333.0
284,489.0,344.0
285,485.0,352.0
286,479.0,365.0
287,476.0,370.0
288,474.0,377.0
289,472.0,384.0
290,461.0,369.0
291,456.0,368.0
292,455.0,369.0
293,455.0,369.0
294,453.0,364.0
295,450.0,360.0
296,447.0,358.0
297,435.0,352.0
298,433.0,351.0
299,432.0,350.0
300,425.0,346.0
301,424.0,346.0
302,424.0,345.0
303,415.0,339.0
304,408.0,332.0
305,405.0,330.0
306,400.0,327.0
307,398.0,324.0
308,395.0,322.0
309,388.0,315.0
310,382.0,312.0
311,380.0,310.0
312,373.0,305.0
313,373.0,305.0
314,371.0,303.0
315,362.0,295.0
316,358.0,289.0
317,353.0,284.0
318,350.0,282.0
319,344.0,279.0
320,339.0,276.0
321,334.0,272.0
322,330.0,267.0
323,326.0,262.0
324,322.0,256.0
325,321.0,255.0
326,316.0,251.0
327,312.0,248.0
328,309.0,246.0
329,305.0,243.0
330,302.0,241.0
331,296.0,237.0
332,292.0,235.0
333,287.0,231.0
334,283.0,227.0
335,283.0,227.0
336,275.0,219.0
337,268.0,214.0
338,265.0,209.0
339,264.0,207.0
340,258.0,201.0
341,256.0,199.0
342,248.0,195.0
343,245.0,193.0
344,241.0,191.0
345,241.0,191.0
346,236.0,187.0
347,233.0,185.0
348,230.0,183.0
349,228.0,182.0
350,225.0,179.0
351,222.0,176.0
352,219.0,172.0
353,212.0,167.0
354,211.0,166.0
355,208.0,164.0
356,206.0,163.0
357,203.0,161.0
358,200.0,158.0
359,195.0,154.0
360,194.0,154.0
361,193.0,152.0
362,193.0,149.0
363,193.0,144.0
364,190.0,140.0
365,190.0,140.0
366,188.0,139.0
367,188.0,139.0
368,188.0,139.0
369,185.0,136.0
370,181.0,132.0
371,178.0,130.0
372,174.0,127.0
373,172.0,127.0
374,170.0,125.0
375,167.0,122.0
376,164.0,120.0
377,164.0,120.0
378,160.0,115.0
379,159.0,115.0
380,159.0,115.0
381,159.0,114.0
382,156.0,113.0
383,156.0,111.0
384,190.0,119.0
385,165.0,113.0
386,156.0,110.0
387,150.0,106.0
388,145.0,104.0
389,146.0,105.0
390,145.0,104.0
391,145.0,104.0
392,140.0,100.0
393,140.0,100.0
394,140.0,100.0
395,140.0,100.0
396,140.0,100.0
397,140.0,100.0
398,140.0,100.0
399,140.0,100.0
400,140.0,100.0
401,140.0,96.0
402,139.0,90.0
403,138.0,90.0
404,138.0,90.0
405,138.0,90.0
406,138.0,91.0
407,139.0,101.0
408,139.0,101.0
409,140.0,101.0
410,141.0,94.0
411,141.0,102.0
412,147.0,124.0
413,148.0,127.0
414,147.0,138.0
415,147.0,153.0
416,151.0,170.0
417,150.0,186.0
418,148.0,207.0
419,149.0,224.0
420,150.0,241.0
421,154.0,252.0
422,159.0,269.0
423,161.0,288.0
424,169.0,301.0
425,171.0,306.0
426,171.0,318.0
427,175.0,330.0
428,180.0,341.0
429,186.0,357.0
430,190.0,371.0
431,192.0,384.0
432,192.0,387.0
433,194.0,393.0
434,196.0,393.0
435,198.0,389.0
436,197.0,381.0
437,195.0,380.0
438,194.0,376.0
439,192.0,373.0
440,190.0,365.0
441,190.0,358.0
442,190.0,358.0
443,190.0,357.0
444,189.0,349.0
445,187.0,337.0
446,186.0,331.0
447,185.0,325.0
448,184.0,314.0
449,183.0,309.0
450,183.0,308.0
451,185.0,300.0
452,185.0,296.0
453,185.0,286.0
454,185.0,278.0
455,185.0,274.0
456,186.0,272.0
457,187.0,265.0
458,188.0,258.0
459,188.0,254.0
460,189.0,245.0
461,189.0,245.0
462,189.0,243.0
463,189.0,236.0
464,190.0,231.0
465,192.0,223.0
466,193.0,220.0
467,198.0,214.0
468,218.0,203.0
469,272.0,196.0
470,295.0,190.0
471,305.0,210.0
472,306.0,244.0
473,314.0,250.0
474,320.0,259.0
475,333.0,268.0
476,345.0,282.0
477,350.0,286.0
478,359.0,295.0
479,375.0,306.0
480,380.0,312.0
481,387.0,322.0
482,395.0,332.0
483,413.0,342.0
484,412.0,318.0
485,415.0,312.0
486,415.0,311.0
487,420.0,306.0
488,423.0,301.0
489,426.0,294.0
490,427.0,291.0
491,430.0,287.0
492,432.0,284.0
493,435.0,282.0
494,438.0,279.0
495,443.0,275.0
496,445.0,273.0
497,449.0,270.0
498,455.0,267.0
499,459.0,265.0
500,467.0,260.0
501,549.0,200.0
502,549.0,200.0
503,545.0,210.0
504,490.0,234.0
505,485.0,245.0
506,488.0,233.0
507,497.0,230.0
508,508.0,220.0
509,508.0,220.0
510,508.0,220.0
511,508.0,219.0
512,509.0,215.0
513,516.0,212.0
514,519.0,211.0
515,523.0,208.0
516,523.0,208.0
517,523.0,202.0
518,523.0,202.0
519,533.0,200.0
520,533.0,200.0
521,537.0,200.0
522,535.0,196.0
523,538.0,181.0
524,536.0,151.0
525,536.0,127.0
526,540.0,112.0
527,546.0,97.0
528,546.0,93.0
529,546.0,84.0
530,546.0,69.0
531,546.0,67.0
532,552.0,78.0
533,556.0,86.0
534,556.0,86.0
535,560.0,101.0
536,562.0,107.0
537,564.0,120.0
538,566.0,127.0
539,570.0,136.0
540,572.0,138.0
541,572.0,140.0
542,574.0,144.0
543,579.0,156.0
544,582.0,163.0
545,582.0,168.0
546,583.0,171.0
547,577.0,176.0
548,566.0,179.0
549,555.0,191.0
550,543.0,208.0
551,529.0,218.0
552,524.0,226.0
553,516.0,232.0
554,506.0,239.0
555,493.0,245.0
556,483.0,257.0
557,468.0,274.0
558,468.0,277.0
559,452.0,289.0
560,443.0,296.0
561,424.0,309.0
562,409.0,325.0
563,392.0,336.0
564,385.0,338.0
565,377.0,344.0
566,363.0,326.0
567,350.0,316.0
568,337.0,318.0
569,329.0,317.0
570,327.0,316.0
571,319.0,313.0
572,303.0,311.0
573,304.0,313.0
574,303.0,315.0
575,273.0,312.0
576,271.0,308.0
577,258.0,304.0
578,245.0,304.0
579,232.0,302.0
580,218.0,300.0
581,214.0,299.0
582,207.0,299.0
583,206.0,298.0
584,217.0,293.0
585,220.0,290.0
586,221.0,287.0
587,224.0,282.0
588,226.0,281.0
589,228.0,276.0
590,228.0,275.0
591,230.0,270.0
592,232.0,268.0
593,233.0,267.0
594,233.0,267.0
595,235.0,265.0
596,236.0,261.0
597,239.0,253.0
598,239.0,253.0
599,240.0,248.0
600,240.0,245.0
601,240.0,241.0
602,241.0,238.0
603,241.0,238.0
604,241.0,238.0
605,242.0,235.0
606,243.0,231.0
607,243.0,230.0
608,246.0,225.0
609,249.0,219.0
610,250.0,217.0
611,250.0,216.0
612,251.0,214.0
613,251.0,214.0
614,252.0,212.0
615,252.0,209.0
616,252.0,206.0
617,252.0,202.0
618,252.0,201.0
619,253.0,200.0
620,254.0,199.0
621,254.0,195.0
622,255.0,194.0
623,256.0,192.0
624,259.0,185.0
625,264.0,180.0
626,264.0,180.0
627,264.0,180.0
628,273.0,174.0
629,273.0,174.0
630,273.0,174.0
631,273.0,171.0
632,272.0,168.0
633,272.0,166.0
634,273.0,162.0
635,273.0,159.0
636,272.0,155.0
637,272.0,155.0
638,272.0,155.0
639,272.0,155.0
640,273.0,152.0
641,275.0,150.0
642,279.0,150.0
643,285.0,148.0
644,288.0,145.0
645,290.0,143.0
646,306.0,123.0
647,316.0,110.0
648,318.0,106.0
649,328.0,100.0
650,341.0,92.0
651,352.0,83.0
652,365.0,72.0
653,371.0,68.0
654,374.0,65.0
655,380.0,62.0
656,388.0,55.0
657,393.0,50.0
658,407.0,54.0
659,419.0,59.0
660,419.0,60.0
661,428.0,66.0
662,440.0,73.0
663,448.0,76.0
664,451.0,77.0
665,469.0,84.0
666,468.0,117.0
667,470.0,100.0
668,482.0,95.0
669,488.0,93.0
670,496.0,98.0
671,505.0,101.0
672,510.0,104.0
673,515.0,107.0
674,528.0,111.0
675,541.0,117.0
676,545.0,122.0
677,551.0,129.0
678,553.0,132.0
679,556.0,138.0
680,559.0,139.0
681,560.0,138.0
682,570.0,143.0
683,574.0,147.0
684,575.0,149.0
685,578.0,151.0
686,580.0,153.0
687,583.0,156.0
688,571.0,159.0
689,548.0,163.0
690,539.0,164.0
691,498.0,167.0
692,464.0,167.0
693,447.0,172.0
694,429.0,179.0
695,422.0,186.0
696,434.0,184.0
697,432.0,190.0
698,442.0,192.0
699,447.0,192.0
700,456.0,192.0
701,461.0,192.0
702,461.0,192.0
703,471.0,192.0
704,474.0,192.0
705,481.0,190.0
706,492.0,190.0
707,499.0,190.0
708,504.0,190.0
709,510.0,190.0
710,514.0,190.0
711,522.0,190.0
712,524.0,190.0
713,528.0,190.0
714,528.0,190.0
715,528.0,190.0
716,526.0,192.0
717,492.0,193.0
718,468.0,192.0
719,481.0,196.0
720,482.0,196.0
721,484.0,197.0
722,489.0,197.0
723,490.0,197.0
724,491.0,199.0
725,494.0,201.0
726,499.0,203.0
727,500.0,205.0
728,503.0,204.0
729,509.0,205.0
730,517.0,206.0
731,521.0,207.0
732,521.0,207.0
733,523.0,206.0
734,517.0,208.0
735,517.0,211.0
736,518.0,211.0
737,518.0,211.0
738,519.0,212.0
739,519.0,212.0
740,527.0,215.0
741,530.0,215.0
742,519.0,221.0
743,488.0,259.0
744,478.0,276.0
745,452.0,297.0
746,415.0,321.0
747,374.0,348.0
748,356.0,356.0
749,352.0,362.0
750,350.0,364.0
751,373.0,360.0
752,375.0,364.0
753,378.0,371.0
754,378.0,389.0
755,378.0,395.0
756,376.0,390.0
757,374.0,396.0
758,367.0,392.0
759,368.0,385.0
760,368.0,378.0
761,368.0,367.0
762,369.0,360.0
763,366.0,361.0
764,366.0,361.0
765,363.0,362.0
766,363.0,362.0
767,361.0,358.0
768,360.0,355.0
769,358.0,356.0
770,358.0,356.0
771,361.0,353.0
772,363.0,362.0
773,362.0,364.0
774,361.0,366.0
775,361.0,372.0
776,361.0,376.0
777,361.0,382.0
778,368.0,379.0
779,368.0,379.0
780,368.0,376.0
781,368.0,375.0
782,364.0,368.0
783,362.0,358.0
784,362.0,363.0
785,362.0,360.0
786,363.0,354.0
787,367.0,349.0
788,371.0,336.0
789,378.0,325.0
790,380.0,321.0
791,381.0,319.0
792,381.0,315.0
793,381.0,312.0
794,383.0,309.0
795,388.0,295.0
796,394.0,279.0
797,395.0,279.0
798,399.0,274.0
799,400.0,265.0
800,405.0,259.0
801,413.0,251.0
802,418.0,242.0
803,418.0,238.0
804,416.0,234.0
805,416.0,224.0
806,424.0,220.0
807,425.0,215.0
808,433.0,207.0
809,433.0,204.0
810,434.0,197.0
811,437.0,193.0
812,438.0,185.0
813,439.0,179.0
814,443.0,170.0
815,445.0,168.0
816,447.0,163.0
817,447.0,163.0
818,455.0,155.0
819,457.0,152.0
820,468.0,147.0
821,471.0,149.0
822,471.0,150.0
823,472.0,150.0
824,474.0,148.0
825,479.0,146.0
826,481.0,145.0
827,483.0,144.0
828,487.0,142.0
829,491.0,141.0
830,502.0,140.0
831,504.0,139.0
832,504.0,138.0
833,506.0,136.0
834,507.0,135.0
835,507.0,135.0
836,509.0,133.0
837,515.0,132.0
838,515.0,132.0
839,517.0,132.0
840,528.0,131.0
841,528.0,131.0
842,528.0,131.0
843,528.0,131.0
844,531.0,130.0
845,533.0,129.0
846,539.0,127.0
847,544.0,126.0
848,544.0,126.0
849,547.0,126.0
850,549.0,125.0
851,555.0,125.0
852,559.0,125.0
853,563.0,123.0
854,566.0,122.0
855,566.0,122.0
856,566.0,122.0
857,568.0,121.0
858,570.0,120.0
859,576.0,119.0
860,576.0,119.0
861,578.0,119.0
862,580.0,119.0
863,582.0,119.0
864,585.0,119.0
865,587.0,118.0
866,587.0,118.0
867,589.0,118.0
868,589.0,118.0
869,590.0,117.0
870,590.0,117.0
871,592.0,117.0
872,592.0,117.0
873,592.0,117.0
874,594.0,120.0
875,597.0,125.0
876,599.0,129.0
877,600.0,132.0
878,603.0,135.0
879,604.0,137.0
880,604.0,137.0
881,605.0,138.0
882,606.0,139.0
883,606.0,139.0
884,606.0,139.0
885,604.0,141.0
886,603.0,143.0
887,602.0,144.0
888,602.0,145.0
889,601.0,147.0
890,601.0,148.0
891,601.0,151.0
892,601.0,156.0
893,602.0,164.0
894,602.0,164.0
895,601.0,168.0
896,599.0,174.0
897,598.0,177.0
898,598.0,178.0
899,574.0,162.0
900,571.0,161.0
901,571.0,161.0
902,571.0,160.0
903,558.0,150.0
904,550.0,147.0
905,535.0,137.0
906,535.0,137.0
907,530.0,132.0
908,529.0,132.0
909,517.0,127.0
910,515.0,126.0
911,508.0,122.0
912,506.0,122.0
913,496.0,117.0
914,492.0,113.0
915,480.0,107.0
916,476.0,105.0
917,462.0,96.0
918,462.0,96.0
919,461.0,96.0
920,447.0,94.0
921,447.0,94.0
922,445.0,93.0
923,445.0,93.0
924,446.0,94.0
925,446.0,91.0
926,453.0,92.0
927,462.0,90.0
928,475.0,87.0
929,484.0,84.0
930,498.0,81.0
931,502.0,80.0
932,508.0,81.0
933,512.0,82.0
934,522.0,83.0
935,528.0,83.0
936,533.0,81.0
937,513.0,113.0
938,516.0,108.0
939,516.0,108.0
940,528.0,104.0
941,549.0,94.0
942,566.0,93.0
943,566.0,93.0
944,574.0,91.0
945,577.0,88.0
946,577.0,86.0
947,577.0,86.0
948,577.0,84.0
949,577.0,84.0
950,580.0,86.0
951,582.0,87.0
952,583.0,88.0
953,585.0,89.0
954,585.0,89.0
955,585.0,89.0
956,585.0,89.0
957,582.0,90.0
958,581.0,90.0
959,576.0,93.0
960,574.0,94.0
961,570.0,95.0
962,570.0,95.0
963,564.0,98.0
964,558.0,101.0
965,552.0,105.0
966,549.0,109.0
967,545.0,112.0
968,545.0,112.0
969,542.0,114.0
970,537.0,117.0
971,530.0,120.0
972,529.0,121.0
973,522.0,125.0
974,521.0,127.0
975,518.0,130.0
976,512.0,134.0
977,507.0,137.0
978,504.0,139.0
979,504.0,139.0
980,501.0,142.0
981,492.0,148.0
982,488.0,151.0
983,484.0,156.0
984,480.0,161.0
985,480.0,161.0
986,480.0,162.0
987,480.0,162.0
988,477.0,171.0
989,470.0,184.0
990,467.0,185.0
991,460.0,189.0
992,445.0,192.0
993,441.0,192.0
994,438.0,193.0
995,433.0,200.0
996,429.0,202.0
997,424.0,206.0
998,420.0,211.0
999,413.0,215.0
1000,405.0,220.0
1001,404.0,221.0
1002,400.0,225.0
1003,400.0,226.0
1004,400.0,226.0
1005,400.0,226.0
1006,387.0,229.0
1007,387.0,233.0
1008,386.0,239.0
1009,382.0,248.0
1010,379.0,250.0
1011,373.0,254.0
1012,368.0,258.0
1013,367.0,260.0
1014,366.0,266.0
1015,362.0,272.0
1016,358.0,275.0
1017,354.0,279.0
1018,354.0,279.0
1019,346.0,283.0
1020,344.0,285.0
1021,329.0,291.0
1022,329.0,291.0
1023,330.0,296.0
1024,330.0,297.0
1025,328.0,299.0
1026,327.0,300.0
1027,321.0,304.0
1028,319.0,305.0
1029,315.0,310.0
1030,312.0,315.0
1031,309.0,321.0
1032,307.0,323.0
1033,306.0,325.0
1034,304.0,328.0
1035,301.0,331.0
1036,301.0,331.0
1037,294.0,337.0
1038,292.0,340.0
1039,289.0,347.0
1040,290.0,350.0
1041,290.0,351.0
1042,290.0,353.0
1043,330.0,312.0
1044,338.0,312.0
1045,340.0,318.0
1046,380.0,317.0
1047,411.0,316.0
1048,462.0,300.0
1049,484.0,294.0
1050,552.0,278.0
1051,553.0,278.0
1052,553.0,278.0
1053,562.0,271.0
1054,571.0,270.0
1055,593.0,266.0
1056,594.0,266.0
1057,595.0,264.0
1058,601.0,261.0
1059,604.0,260.0
1060,607.0,259.0
1061,615.0,252.0
1062,616.0,251.0
1063,616.0,251.0
1064,617.0,251.0
1065,619.0,250.0
1066,619.0,250.0
1067,621.0,248.0
1068,621.0,248.0
1069,621.0,248.0
1070,621.0,248.0
1071,621.0,248.0
1072,621.0,248.0
1073,621.0,248.0
1074,621.0,248.0
1075,621.0,248.0
1076,621.0,248.0
1077,-1.0,-1.0
1078,-1.0,-1.0
1079,-1.0,-1.0
1080,-1.0,-1.0
1081,-1.0,-1.0
1082,-1.0,-1.0
1083,-1.0,-1.0
1084,-1.0,-1.0
1085,-1.0,-1.0
1086,-1.0,-1.0
1087,-1.0,-1.0
1088,-1.0,-1.0
1089,-1.0,-1.0
1090,-1.0,-1.0
1091,-1.0,-1.0
1092,-1.0,-1.0
1093,-1.0,-1.0
1094,-1.0,-1.0
1095,-1.0,-1.0
1096,-1.0,-1.0
1097,-1.0,-1.0
1098,-1.0,-1.0
1099,-1.0,-1.0
1100,-1.0,-1.0
1101,-1.0,-1.0
1102,-1.0,-1.0
1103,-1.0,-1.0
1104,-1.0,-1.0
1105,-1.0,-1.0
1106,-1.0,-1.0
1107,-1.0,-1.0
1108,-1.0,-1.0
1109,-1.0,-1.0
1110,-1.0,-1.0
1111,-1.0,-1.0
1112,-1.0,-1.0
1113,-1.0,-1.0
1114,-1.0,-1.0
1115,-1.0,-1.0
1116,-1.0,-1.0
1117,-1.0,-1.0
1118,-1.0,-1.0
1119,-1.0,-1.0
1120,-1.0,-1.0
1121,-1.0,-1.0
1122,-1.0,-1.0
1123,-1.0,-1.0
1124,-1.0,-1.0
1125,-1.0,-1.0
1126,-1.0,-1.0
1127,-1.0,-1.0
1128,-1.0,-1.0
1129,-1.0,-1.0
1130,-1.0,-1.0
1131,-1.0,-1.0
1132,-1.0,-1.0
1133,-1.0,-1.0
1134,-1.0,-1.0
1135,-1.0,-1.0
1136,-1.0,-1.0
1137,-1.0,-1.0
1138,-1.0,-1.0
1139,-1.0,-1.0
1140,-1.0,-1.0
1141,-1.0,-1.0
1142,-1.0,-1.0
1143,-1.0,-1.0
1144,-1.0,-1.0
1145,-1.0,-1.0
1146,-1.0,-1.0
1147,-1.0,-1.0
1148,-1.0,-1.0
1149,-1.0,-1.0
1150,-1.0,-1.0
1151,-1.0,-1.0
1152,-1.0,-1.0
1153,-1.0,-1.0
1154,-1.0,-1.0
1155,-1.0,-1.0
1156,-1.0,-1.0
1157,-1.0,-1.0
1158,-1.0,-1.0
1159,-1.0,-1.0
1160,-1.0,-1.0
1161,-1.0,-1.0
1162,-1.0,-1.0
1163,-1.0,-1.0
1164,-1.0,-1.0
1165,-1.0,-1.0
1166,-1.0,-1.0
1167,-1.0,-1.0
1168,-1.0,-1.0
1169,-1.0,-1.0
1170,-1.0,-1.0
1171,-1.0,-1.0
1172,-1.0,-1.0
1173,-1.0,-1.0
1174,-1.0,-1.0
1175,-1.0,-1.0
1176,-1.0,-1.0
1177,-1.0,-1.0
1178,-1.0,-1.0
1179,-1.0,-1.0
1180,531.0,314.0
1181,536.0,324.0
1182,538.0,332.0
1183,538.0,334.0
1184,539.0,336.0
1185,539.0,336.0
1186,539.0,336.0
1187,539.0,336.0
1188,540.0,332.0
1189,541.0,331.0
1190,541.0,331.0
1191,541.0,329.0
1192,541.0,328.0
1193,541.0,328.0
1194,541.0,325.0
1195,541.0,323.0
1196,540.0,322.0
1197,540.0,321.0
1198,535.0,314.0
1199,520.0,302.0
1200,518.0,300.0
1201,517.0,291.0
1202,517.0,288.0
1203,512.0,277.0
1204,483.0,205.0
1205,458.0,241.0
1206,496.0,262.0
1207,486.0,237.0
1208,488.0,244.0
1209,489.0,241.0
1210,482.0,232.0
1211,474.0,221.0
1212,466.0,207.0
1213,457.0,195.0
1214,450.0,183.0
1215,442.0,173.0
1216,439.0,171.0
1217,436.0,166.0
1218,432.0,156.0
1219,428.0,151.0
1220,427.0,149.0
1221,419.0,139.0
1222,414.0,132.0
1223,412.0,124.0
1224,403.0,111.0
1225,402.0,109.0
1226,402.0,105.0
1227,398.0,100.0
1228,388.0,89.0
1229,385.0,85.0
1230,378.0,74.0
1231,377.0,71.0
1232,377.0,71.0
1233,343.0,74.0
1234,328.0,79.0
1235,316.0,100.0
1236,321.0,102.0
1237,320.0,101.0
1238,320.0,101.0
1239,328.0,103.0
1240,331.0,104.0
1241,337.0,107.0
1242,340.0,109.0
1243,342.0,110.0
1244,345.0,114.0
1245,345.0,115.0
1246,351.0,121.0
1247,358.0,125.0
1248,364.0,128.0
1249,364.0,128.0
1250,364.0,128.0
1251,364.0,128.0
1252,364.0,131.0
1253,367.0,136.0
1254,369.0,138.0
1255,370.0,140.0
1256,376.0,143.0
1257,379.0,147.0
1258,387.0,150.0
1259,393.0,146.0
1260,390.0,135.0
1261,389.0,128.0
1262,388.0,124.0
1263,384.0,118.0
1264,385.0,108.0
1265,385.0,104.0
1266,384.0,101.0
1267,380.0,97.0
1268,380.0,95.0
1269,381.0,91.0
1270,382.0,80.0
1271,382.0,80.0
1272,379.0,79.0
1273,379.0,79.0
1274,362.0,86.0
1275,336.0,84.0
1276,303.0,92.0
1277,265.0,92.0
1278,256.0,89.0
1279,264.0,88.0
1280,191.0,90.0
1281,193.0,95.0
1282,195.0,95.0
1283,179.0,99.0
1284,167.0,101.0
1285,163.0,103.0
1286,146.0,148.0
1287,138.0,134.0
1288,122.0,128.0
1289,105.0,118.0
1290,102.0,123.0
1291,102.0,123.0
1292,71.0,119.0
1293,65.0,121.0
1294,62.0,122.0
1295,59.0,126.0
1296,49.0,128.0
1297,61.0,128.0
1298,71.0,130.0
1299,90.0,134.0
1300,90.0,134.0
1301,96.0,138.0
1302,100.0,139.0
1303,105.0,142.0
1304,107.0,142.0
1305,109.0,142.0
1306,117.0,145.0
1307,125.0,147.0
1308,128.0,148.0
1309,128.0,148.0
1310,133.0,149.0
1311,141.0,152.0
1312,147.0,155.0
1313,143.0,155.0
1314,142.0,155.0
1315,139.0,150.0
1316,139.0,150.0
1317,139.0,150.0
1318,139.0,150.0
1319,139.0,150.0
1320,139.0,150.0
1321,139.0,150.0
1322,139.0,150.0
1323,142.0,166.0
1324,134.0,183.0
1325,129.0,186.0
1326,126.0,190.0
1327,120.0,192.0
1328,137.0,191.0
1329,194.0,196.0
1330,253.0,194.0
1331,273.0,194.0
1332,282.0,194.0
1333,287.0,193.0
1334,312.0,197.0
1335,275.0,197.0
1336,263.0,194.0
1337,263.0,194.0
1338,262.0,193.0
1339,253.0,193.0
1340,253.0,193.0
1341,253.0,192.0
1342,253.0,192.0
1343,253.0,192.0
1344,252.0,192.0
1345,252.0,192.0
1346,249.0,193.0
1347,247.0,193.0
1348,247.0,193.0
1349,247.0,193.0
1350,247.0,193.0
1351,247.0,193.0
1352,247.0,194.0
1353,247.0,194.0
1354,247.0,194.0
1355,247.0,194.0
1356,246.0,194.0
1357,246.0,195.0
1358,246.0,195.0
1359,246.0,195.0
1360,245.0,197.0
1361,245.0,197.0
1362,245.0,197.0
1363,243.0,199.0
1364,243.0,199.0
1365,243.0,199.0
1366,243.0,199.0
